,2024-09-30,2023-09-30,2022-09-30,2021-09-30
Tax Effect Of Unusual Items,-1601175.0,-12227556.0,-1297076.0,0.0
Tax Rate For Calcs,0.185,0.187,0.164,0.144
Normalized EBITDA,782892000.0,716046000.0,535219000.0,509449000.0
Total Unusual Items,-8655000.0,-65388000.0,-7909000.0,0.0
Total Unusual Items Excluding Goodwill,-8655000.0,-65388000.0,-7909000.0,0.0
Net Income From Continuing Operation Net Minority Interest,566778000.0,394948000.0,322160000.0,331241000.0
Reconciled Depreciation,106991000.0,112702000.0,115609000.0,115424000.0
Reconciled Cost Of Revenue,557647000.0,593308000.0,539627000.0,493146000.0
EBITDA,774237000.0,650658000.0,527310000.0,509449000.0
EBIT,667246000.0,537956000.0,411701000.0,394025000.0
Normalized Income,573831825.0,448108444.0,328771924.0,331241000.0
Net Income From Continuing And Discontinued Operation,566778000.0,394948000.0,322160000.0,331241000.0
Total Expenses,2148874000.0,2275213000.0,2284144000.0,2209391000.0
Total Operating Income As Reported,658591000.0,472568000.0,403792000.0,394025000.0
Diluted Average Shares,59359000.0,60270000.0,61097000.0,62057000.0
Basic Average Shares,58720000.0,59909000.0,60274000.0,60707000.0
Diluted EPS,9.55,6.55,5.27,5.34
Basic EPS,9.65,6.59,5.34,5.46
Diluted NI Availto Com Stockholders,566778000.0,394948000.0,322160000.0,331241000.0
Net Income Common Stockholders,566778000.0,394948000.0,322160000.0,331241000.0
Net Income,566778000.0,394948000.0,322160000.0,331241000.0
Net Income Including Noncontrolling Interests,566778000.0,394948000.0,322160000.0,331241000.0
Net Income Continuous Operations,566778000.0,394948000.0,322160000.0,331241000.0
Tax Provision,128687000.0,91040000.0,63233000.0,55696000.0
Pretax Income,695465000.0,485988000.0,385393000.0,386937000.0
Other Income Expense,28219000.0,-51968000.0,-26308000.0,-7088000.0
Other Non Operating Income Expenses,36874000.0,13420000.0,-18399000.0,-7088000.0
Special Income Charges,-8655000.0,-65388000.0,-7909000.0,0.0
Restructuring And Mergern Acquisition,8655000.0,65388000.0,7909000.0,0.0
Operating Income,667246000.0,537956000.0,411701000.0,394025000.0
Operating Expense,1591227000.0,1681905000.0,1744517000.0,1716245000.0
Research And Development,490120000.0,540285000.0,543368000.0,512627000.0
Selling General And Administration,1101107000.0,1141620000.0,1201149000.0,1203618000.0
Selling And Marketing Expense,832279000.0,878215000.0,926591000.0,929983000.0
General And Administrative Expense,268828000.0,263405000.0,274558000.0,273635000.0
Other Gand A,268828000.0,263405000.0,274558000.0,273635000.0
Gross Profit,2258473000.0,2219861000.0,2156218000.0,2110270000.0
Cost Of Revenue,557647000.0,593308000.0,539627000.0,493146000.0
Total Revenue,2816120000.0,2813169000.0,2695845000.0,2603416000.0
Operating Revenue,2816120000.0,2813169000.0,2695845000.0,2603416000.0
