,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,78070000.0,-8136000.0,40530000.0,3800000.0
Tax Rate For Calcs,0.211,0.226,0.21,0.19
Normalized EBITDA,4737000000.0,4520000000.0,4262000000.0,3918000000.0
Total Unusual Items,370000000.0,-36000000.0,193000000.0,20000000.0
Total Unusual Items Excluding Goodwill,370000000.0,-36000000.0,193000000.0,20000000.0
Net Income From Continuing Operation Net Minority Interest,3488000000.0,2957000000.0,3034000000.0,2694000000.0
Reconciled Depreciation,402000000.0,395000000.0,410000000.0,410000000.0
Reconciled Cost Of Revenue,8557000000.0,9034000000.0,9153000000.0,8212000000.0
EBITDA,5107000000.0,4484000000.0,4455000000.0,3938000000.0
EBIT,4705000000.0,4089000000.0,4045000000.0,3528000000.0
Net Interest Income,-239000000.0,-215000000.0,-181000000.0,-190000000.0
Interest Expense,283000000.0,266000000.0,203000000.0,202000000.0
Interest Income,44000000.0,51000000.0,22000000.0,12000000.0
Normalized Income,3196070000.0,2984864000.0,2881530000.0,2677800000.0
Net Income From Continuing And Discontinued Operation,3488000000.0,2957000000.0,3034000000.0,2694000000.0
Total Expenses,11634000000.0,12067000000.0,12142000000.0,10978000000.0
Total Operating Income As Reported,4264000000.0,4040000000.0,3790000000.0,3477000000.0
Diluted Average Shares,297800000.0,303600000.0,310700000.0,316400000.0
Basic Average Shares,296800000.0,302600000.0,309600000.0,315100000.0
Diluted EPS,11.71,9.74,9.77,8.51
Basic EPS,11.75,9.77,9.8,8.55
Diluted NI Availto Com Stockholders,3488000000.0,2957000000.0,3034000000.0,2694000000.0
Net Income Common Stockholders,3488000000.0,2957000000.0,3034000000.0,2694000000.0
Net Income,3488000000.0,2957000000.0,3034000000.0,2694000000.0
Net Income Including Noncontrolling Interests,3488000000.0,2957000000.0,3034000000.0,2694000000.0
Net Income Continuous Operations,3488000000.0,2957000000.0,3034000000.0,2694000000.0
Tax Provision,934000000.0,866000000.0,808000000.0,632000000.0
Pretax Income,4422000000.0,3823000000.0,3842000000.0,3326000000.0
Other Income Expense,397000000.0,-2000000.0,233000000.0,39000000.0
Other Non Operating Income Expenses,27000000.0,34000000.0,40000000.0,19000000.0
Special Income Charges,363000000.0,1000000.0,191000000.0,0.0
Gain On Sale Of Business,363000000.0,1000000.0,191000000.0,0.0
Earnings From Equity Interest,,0.0,0.0,0.0
Gain On Sale Of Security,7000000.0,-37000000.0,2000000.0,20000000.0
Net Non Operating Interest Income Expense,-239000000.0,-215000000.0,-181000000.0,-190000000.0
Interest Expense Non Operating,283000000.0,266000000.0,203000000.0,202000000.0
Interest Income Non Operating,44000000.0,51000000.0,22000000.0,12000000.0
Operating Income,4264000000.0,4040000000.0,3790000000.0,3477000000.0
Operating Expense,2776000000.0,2751000000.0,2713000000.0,2489000000.0
Depreciation Amortization Depletion Income Statement,101000000.0,113000000.0,134000000.0,133000000.0
Depreciation And Amortization In Income Statement,101000000.0,113000000.0,134000000.0,133000000.0
Amortization,101000000.0,113000000.0,134000000.0,133000000.0
Amortization Of Intangibles Income Statement,101000000.0,113000000.0,134000000.0,133000000.0
Selling General And Administration,2675000000.0,2638000000.0,2579000000.0,2356000000.0
Gross Profit,7040000000.0,6791000000.0,6503000000.0,5966000000.0
Cost Of Revenue,8858000000.0,9316000000.0,9429000000.0,8489000000.0
Total Revenue,15898000000.0,16107000000.0,15932000000.0,14455000000.0
Operating Revenue,15898000000.0,16107000000.0,15932000000.0,14455000000.0
