,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,8785952.0,5442600.0,-2760404.0,471796.521501
Tax Rate For Calcs,0.244,0.188,0.188,0.094322
Normalized EBITDA,1630825000.0,1434904000.0,1218410000.0,911115000.0
Total Unusual Items,36008000.0,28950000.0,-14683000.0,5002000.0
Total Unusual Items Excluding Goodwill,36008000.0,28950000.0,-14683000.0,5002000.0
Net Income From Continuing Operation Net Minority Interest,1055484000.0,1041144000.0,848952000.0,695955000.0
Reconciled Depreciation,195015000.0,145743000.0,135430000.0,130702000.0
Reconciled Cost Of Revenue,482862000.0,307460000.0,254663000.0,195944000.0
EBITDA,1666833000.0,1463854000.0,1203727000.0,916117000.0
EBIT,1471818000.0,1318111000.0,1068297000.0,785415000.0
Net Interest Income,-13515000.0,-6548000.0,-12835000.0,-14346000.0
Interest Expense,75999000.0,36185000.0,22934000.0,16980000.0
Interest Income,62484000.0,29637000.0,10099000.0,2634000.0
Normalized Income,1028261952.0,1017636600.0,860874596.0,691424796.521501
Net Income From Continuing And Discontinued Operation,1055484000.0,1041144000.0,848952000.0,695955000.0
Total Expenses,3266736000.0,2827748000.0,2487977000.0,2210203000.0
Total Operating Income As Reported,1350763000.0,1251225000.0,1073686000.0,779089000.0
Diluted Average Shares,273833000.0,272748000.0,275011000.0,278858000.0
Basic Average Shares,271212000.0,269381000.0,271198000.0,273504000.0
Diluted EPS,3.85,3.82,3.09,2.5
Basic EPS,3.89,3.86,3.13,2.54
Diluted NI Availto Com Stockholders,1055484000.0,1041144000.0,848952000.0,695955000.0
Net Income Common Stockholders,1055484000.0,1041144000.0,848952000.0,695955000.0
Net Income,1055484000.0,1041144000.0,848952000.0,695955000.0
Net Income Including Noncontrolling Interests,1055484000.0,1041144000.0,848952000.0,695955000.0
Net Income Continuous Operations,1055484000.0,1041144000.0,848952000.0,695955000.0
Tax Provision,340335000.0,240782000.0,196411000.0,72480000.0
Pretax Income,1395819000.0,1281926000.0,1045363000.0,768435000.0
Other Income Expense,34806000.0,26236000.0,-15543000.0,4740000.0
Other Non Operating Income Expenses,-1202000.0,-2714000.0,-860000.0,-262000.0
Special Income Charges,-23765000.0,-11013000.0,-55000.0,1048000.0
Restructuring And Mergern Acquisition,23765000.0,11013000.0,55000.0,-1048000.0
Gain On Sale Of Security,59773000.0,39963000.0,-14628000.0,3954000.0
Net Non Operating Interest Income Expense,-13515000.0,-6548000.0,-12835000.0,-14346000.0
Interest Expense Non Operating,75999000.0,36185000.0,22934000.0,16980000.0
Interest Income Non Operating,62484000.0,29637000.0,10099000.0,2634000.0
Operating Income,1374528000.0,1262238000.0,1073741000.0,778041000.0
Operating Expense,2619234000.0,2392707000.0,2116354000.0,1903197000.0
Depreciation Amortization Depletion Income Statement,30375000.0,18162000.0,18470000.0,19640000.0
Depreciation And Amortization In Income Statement,30375000.0,18162000.0,18470000.0,19640000.0
Amortization,30375000.0,18162000.0,18470000.0,19640000.0
Amortization Of Intangibles Income Statement,30375000.0,18162000.0,18470000.0,19640000.0
Research And Development,1549093000.0,1441796000.0,1251544000.0,1134277000.0
Selling General And Administration,1039766000.0,932749000.0,846340000.0,749280000.0
Selling And Marketing Expense,757483000.0,690319000.0,604224000.0,560262000.0
General And Administrative Expense,282283000.0,242430000.0,242116000.0,189018000.0
Other Gand A,282283000.0,242430000.0,242116000.0,189018000.0
Gross Profit,3993762000.0,3654945000.0,3190095000.0,2681238000.0
Cost Of Revenue,647502000.0,435041000.0,371623000.0,307006000.0
Total Revenue,4641264000.0,4089986000.0,3561718000.0,2988244000.0
Operating Revenue,4641264000.0,4089986000.0,3561718000.0,2988244000.0
