,2024-05-31,2023-05-31,2022-05-31,2021-05-31
Tax Effect Of Unusual Items,-190662000.0,-110334000.0,-60882000.0,-109944000.0
Tax Rate For Calcs,0.258,0.259,0.219,0.216
Normalized EBITDA,11607000000.0,10659000000.0,9833000000.0,11769000000.0
Total Unusual Items,-739000000.0,-426000000.0,-278000000.0,-509000000.0
Total Unusual Items Excluding Goodwill,-739000000.0,-426000000.0,-278000000.0,-509000000.0
Net Income From Continuing Operation Net Minority Interest,4331000000.0,3972000000.0,3826000000.0,5231000000.0
Reconciled Depreciation,4287000000.0,4176000000.0,3970000000.0,3793000000.0
Reconciled Cost Of Revenue,68741000000.0,70989000000.0,73345000000.0,66005000000.0
EBITDA,10868000000.0,10233000000.0,9555000000.0,11260000000.0
EBIT,6581000000.0,6057000000.0,5585000000.0,7467000000.0
Net Interest Income,-375000000.0,-496000000.0,-636000000.0,-741000000.0
Interest Expense,745000000.0,694000000.0,689000000.0,793000000.0
Interest Income,370000000.0,198000000.0,53000000.0,52000000.0
Normalized Income,4879338000.0,4287666000.0,4043118000.0,5630056000.0
Net Income From Continuing And Discontinued Operation,4331000000.0,3972000000.0,3826000000.0,5231000000.0
Total Expenses,81395000000.0,84817000000.0,86989000000.0,77986000000.0
Rent Expense Supplemental,4571000000.0,4738000000.0,4712000000.0,4155000000.0
Total Operating Income As Reported,5559000000.0,4912000000.0,6245000000.0,5857000000.0
Diluted Average Shares,251000000.0,256589147.0,266992324.0,268946015.0
Basic Average Shares,248000000.0,256000000.0,266000000.0,268000000.0
Diluted EPS,17.21,15.48,14.33,19.45
Basic EPS,17.41,15.515625,14.383459,19.518657
Diluted NI Availto Com Stockholders,4325000000.0,3966000000.0,3819000000.0,5220000000.0
Net Income Common Stockholders,4325000000.0,3966000000.0,3819000000.0,5220000000.0
Otherunder Preferred Stock Dividend,6000000.0,6000000.0,7000000.0,11000000.0
Net Income,4331000000.0,3972000000.0,3826000000.0,5231000000.0
Net Income Including Noncontrolling Interests,4331000000.0,3972000000.0,3826000000.0,5231000000.0
Net Income Continuous Operations,4331000000.0,3972000000.0,3826000000.0,5231000000.0
Tax Provision,1505000000.0,1391000000.0,1070000000.0,1443000000.0
Pretax Income,5836000000.0,5363000000.0,4896000000.0,6674000000.0
Other Income Expense,-87000000.0,521000000.0,-991000000.0,1442000000.0
Other Non Operating Income Expenses,652000000.0,947000000.0,-713000000.0,1951000000.0
Special Income Charges,-739000000.0,-426000000.0,-278000000.0,-509000000.0
Other Special Charges,,,,393000000.0
Impairment Of Capital Assets,157000000.0,117000000.0,0.0,0.0
Restructuring And Mergern Acquisition,582000000.0,309000000.0,278000000.0,116000000.0
Net Non Operating Interest Income Expense,-375000000.0,-496000000.0,-636000000.0,-741000000.0
Interest Expense Non Operating,745000000.0,694000000.0,689000000.0,793000000.0
Interest Income Non Operating,370000000.0,198000000.0,53000000.0,52000000.0
Operating Income,6298000000.0,5338000000.0,6523000000.0,5973000000.0
Operating Expense,12654000000.0,13828000000.0,13644000000.0,11981000000.0
Other Operating Expenses,12654000000.0,13828000000.0,13644000000.0,11981000000.0
Selling General And Administration,-722000000.0,-1054000000.0,726000000.0,-1983000000.0
General And Administrative Expense,-722000000.0,-1054000000.0,726000000.0,-1983000000.0
Salaries And Wages,-722000000.0,-1054000000.0,726000000.0,-1983000000.0
Gross Profit,18952000000.0,19166000000.0,20167000000.0,17954000000.0
Cost Of Revenue,68741000000.0,70989000000.0,73345000000.0,66005000000.0
Total Revenue,87693000000.0,90155000000.0,93512000000.0,83959000000.0
Operating Revenue,87693000000.0,90155000000.0,93512000000.0,83959000000.0
