,2024-09-30,2023-09-30,2022-09-30,2021-09-30
Tax Effect Of Unusual Items,87000000.0,-44034000.0,-176225000.0,179946000.0
Tax Rate For Calcs,0.174,0.179,0.175,0.234
Normalized EBITDA,25091000000.0,22870000000.0,20542000000.0,16611000000.0
Total Unusual Items,500000000.0,-246000000.0,-1007000000.0,769000000.0
Total Unusual Items Excluding Goodwill,500000000.0,-246000000.0,-1007000000.0,769000000.0
Net Income From Continuing Operation Net Minority Interest,19743000000.0,17273000000.0,14957000000.0,12311000000.0
Reconciled Depreciation,1034000000.0,943000000.0,861000000.0,804000000.0
Reconciled Cost Of Revenue,7042000000.0,6567000000.0,5733000000.0,4970000000.0
EBITDA,25591000000.0,22624000000.0,19535000000.0,17380000000.0
EBIT,24557000000.0,21681000000.0,18674000000.0,16576000000.0
Net Interest Income,-641000000.0,-644000000.0,-538000000.0,-513000000.0
Interest Expense,641000000.0,644000000.0,538000000.0,513000000.0
Normalized Income,19330000000.0,17474966000.0,15787775000.0,11721946000.0
Net Income From Continuing And Discontinued Operation,19743000000.0,17273000000.0,14957000000.0,12311000000.0
Total Expenses,11869000000.0,10726000000.0,9629000000.0,8298000000.0
Total Operating Income As Reported,23595000000.0,21000000000.0,18813000000.0,15804000000.0
Diluted Average Shares,2029000000.0,2085000000.0,2136000000.0,2188000000.0
Basic Average Shares,1621000000.0,1618000000.0,1651000000.0,2130301000.0
Diluted EPS,9.73,8.28,7.0,5.63
Basic EPS,9.74,8.29,7.01,5.63
Diluted NI Availto Com Stockholders,19743000000.0,17273000000.0,14957000000.0,12311000000.0
Net Income Common Stockholders,19743000000.0,17273000000.0,14957000000.0,12311000000.0
Net Income,19743000000.0,17273000000.0,14957000000.0,12311000000.0
Net Income Including Noncontrolling Interests,19743000000.0,17273000000.0,14957000000.0,12311000000.0
Net Income Continuous Operations,19743000000.0,17273000000.0,14957000000.0,12311000000.0
Tax Provision,4173000000.0,3764000000.0,3179000000.0,3752000000.0
Pretax Income,23916000000.0,21037000000.0,18136000000.0,16063000000.0
Other Income Expense,500000000.0,-246000000.0,-1007000000.0,769000000.0
Special Income Charges,-462000000.0,-927000000.0,-868000000.0,-3000000.0
Other Special Charges,462000000.0,927000000.0,868000000.0,3000000.0
Gain On Sale Of Security,962000000.0,681000000.0,-139000000.0,772000000.0
Net Non Operating Interest Income Expense,-641000000.0,-644000000.0,-538000000.0,-513000000.0
Interest Expense Non Operating,641000000.0,644000000.0,538000000.0,513000000.0
Operating Income,24057000000.0,21927000000.0,19681000000.0,15807000000.0
Operating Expense,4827000000.0,4159000000.0,3896000000.0,3328000000.0
Depreciation Amortization Depletion Income Statement,1034000000.0,943000000.0,861000000.0,804000000.0
Depreciation And Amortization In Income Statement,1034000000.0,943000000.0,861000000.0,804000000.0
Selling General And Administration,3793000000.0,3216000000.0,3035000000.0,2524000000.0
Selling And Marketing Expense,1560000000.0,1341000000.0,1336000000.0,1136000000.0
General And Administrative Expense,2233000000.0,1875000000.0,1699000000.0,1388000000.0
Other Gand A,2233000000.0,1875000000.0,1699000000.0,1388000000.0
Gross Profit,28884000000.0,26086000000.0,23577000000.0,19135000000.0
Cost Of Revenue,7042000000.0,6567000000.0,5733000000.0,4970000000.0
Total Revenue,35926000000.0,32653000000.0,29310000000.0,24105000000.0
Operating Revenue,46493000000.0,42471000000.0,37614000000.0,30797000000.0
