,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-160506000.0,61275000.0,-143591000.0,-4320000.0
Tax Rate For Calcs,0.222,0.215,0.281,0.27
Normalized EBITDA,7466000000.0,6545000000.0,5498000000.0,5612000000.0
Total Unusual Items,-723000000.0,285000000.0,-511000000.0,-16000000.0
Total Unusual Items Excluding Goodwill,-723000000.0,285000000.0,-511000000.0,-16000000.0
Net Income From Continuing Operation Net Minority Interest,4147000000.0,4246000000.0,2419000000.0,4169000000.0
Reconciled Depreciation,1032000000.0,1072000000.0,1317000000.0,1265000000.0
Reconciled Cost Of Revenue,17139000000.0,16067000000.0,13745000000.0,11375000000.0
EBITDA,6743000000.0,6830000000.0,4987000000.0,5596000000.0
EBIT,5711000000.0,5758000000.0,3670000000.0,4331000000.0
Net Interest Income,280000000.0,133000000.0,-130000000.0,-175000000.0
Interest Expense,382000000.0,347000000.0,304000000.0,232000000.0
Interest Income,662000000.0,480000000.0,174000000.0,57000000.0
Normalized Income,4709494000.0,4022275000.0,2786409000.0,4180680000.0
Net Income From Continuing And Discontinued Operation,4147000000.0,4246000000.0,2419000000.0,4169000000.0
Total Expenses,26034000000.0,24827000000.0,23474000000.0,21047000000.0
Total Operating Income As Reported,5325000000.0,5028000000.0,3837000000.0,4262000000.0
Diluted Average Shares,1039000000.0,1107000000.0,1158000000.0,1186000000.0
Basic Average Shares,1029000000.0,1103000000.0,1154000000.0,1174000000.0
Diluted EPS,3.99,3.84,2.09,3.52
Basic EPS,4.03,3.85,2.1,3.55
Diluted NI Availto Com Stockholders,4147000000.0,4246000000.0,2419000000.0,4169000000.0
Net Income Common Stockholders,4147000000.0,4246000000.0,2419000000.0,4169000000.0
Net Income,4147000000.0,4246000000.0,2419000000.0,4169000000.0
Net Income Including Noncontrolling Interests,4147000000.0,4246000000.0,2419000000.0,4169000000.0
Net Income Continuous Operations,4147000000.0,4246000000.0,2419000000.0,4169000000.0
Tax Provision,1182000000.0,1165000000.0,947000000.0,-70000000.0
Pretax Income,5329000000.0,5411000000.0,3366000000.0,4099000000.0
Other Income Expense,-714000000.0,334000000.0,-548000000.0,-50000000.0
Other Non Operating Income Expenses,9000000.0,49000000.0,-37000000.0,-34000000.0
Special Income Charges,-438000000.0,84000000.0,-207000000.0,-62000000.0
Restructuring And Mergern Acquisition,438000000.0,-84000000.0,207000000.0,62000000.0
Gain On Sale Of Security,-285000000.0,201000000.0,-304000000.0,46000000.0
Net Non Operating Interest Income Expense,280000000.0,133000000.0,-130000000.0,-175000000.0
Interest Expense Non Operating,382000000.0,347000000.0,304000000.0,232000000.0
Interest Income Non Operating,662000000.0,480000000.0,174000000.0,57000000.0
Operating Income,5763000000.0,4944000000.0,4044000000.0,4324000000.0
Operating Expense,8895000000.0,8760000000.0,9729000000.0,9672000000.0
Other Operating Expenses,1768000000.0,1919000000.0,2120000000.0,2075000000.0
Research And Development,2979000000.0,2973000000.0,3253000000.0,3038000000.0
Selling General And Administration,4148000000.0,3868000000.0,4356000000.0,4559000000.0
Selling And Marketing Expense,2001000000.0,1809000000.0,2257000000.0,2445000000.0
General And Administrative Expense,2147000000.0,2059000000.0,2099000000.0,2114000000.0
Other Gand A,2147000000.0,2059000000.0,2099000000.0,2114000000.0
Gross Profit,14658000000.0,13704000000.0,13773000000.0,13996000000.0
Cost Of Revenue,17139000000.0,16067000000.0,13745000000.0,11375000000.0
Total Revenue,31797000000.0,29771000000.0,27518000000.0,25371000000.0
Operating Revenue,31797000000.0,29771000000.0,27518000000.0,25371000000.0
