,2024-05-31,2023-05-31,2022-05-31,2021-05-31
Tax Effect Of Unusual Items,-47314400.0,75738000.0,40369800.0,-49258000.0
Tax Rate For Calcs,0.196,0.195,0.183,0.22
Normalized EBITDA,4320400000.0,3694800000.0,3942700000.0,4110300000.0
Total Unusual Items,-241400000.0,388400000.0,220600000.0,-223900000.0
Total Unusual Items Excluding Goodwill,-241400000.0,388400000.0,220600000.0,-223900000.0
Net Income From Continuing Operation Net Minority Interest,2496600000.0,2593900000.0,2707300000.0,2339800000.0
Reconciled Depreciation,552700000.0,546600000.0,570300000.0,601300000.0
Reconciled Cost Of Revenue,12925100000.0,13548400000.0,12590600000.0,11678700000.0
EBITDA,4079000000.0,4083200000.0,4163300000.0,3886400000.0
EBIT,3526300000.0,3536600000.0,3593000000.0,3285100000.0
Net Interest Income,-479200000.0,-382100000.0,-379600000.0,-420300000.0
Interest Expense,498000000.0,396100000.0,383400000.0,427700000.0
Interest Income,18800000.0,14000000.0,3800000.0,7400000.0
Normalized Income,2690685600.0,2281238000.0,2527069800.0,2514442000.0
Net Income From Continuing And Discontinued Operation,2496600000.0,2593900000.0,2707300000.0,2339800000.0
Total Expenses,16184100000.0,17048800000.0,15737600000.0,14758300000.0
Total Operating Income As Reported,3431700000.0,3433800000.0,3475800000.0,3144800000.0
Diluted Average Shares,579500000.0,601200000.0,612600000.0,619100000.0
Basic Average Shares,575500000.0,594800000.0,607500000.0,614100000.0
Diluted EPS,4.31,4.31,4.42,3.78
Basic EPS,4.34,4.36,4.46,3.81
Diluted NI Availto Com Stockholders,2496600000.0,2593900000.0,2707300000.0,2339800000.0
Net Income Common Stockholders,2496600000.0,2593900000.0,2707300000.0,2339800000.0
Net Income,2496600000.0,2593900000.0,2707300000.0,2339800000.0
Minority Interests,-22000000.0,-15700000.0,-27700000.0,-6200000.0
Net Income Including Noncontrolling Interests,2518600000.0,2609600000.0,2735000000.0,2346000000.0
Net Income Continuous Operations,2518600000.0,2609600000.0,2735000000.0,2346000000.0
Earnings From Equity Interest Net Of Tax,84800000.0,81300000.0,111700000.0,117700000.0
Tax Provision,594500000.0,612200000.0,586300000.0,629100000.0
Pretax Income,3028300000.0,3140500000.0,3209600000.0,2857400000.0
Other Income Expense,-165600000.0,477200000.0,334000000.0,-91000000.0
Other Non Operating Income Expenses,75800000.0,88800000.0,113400000.0,132900000.0
Special Income Charges,-241400000.0,388400000.0,220600000.0,-223900000.0
Gain On Sale Of Business,0.0,444600000.0,194100000.0,-53500000.0
Restructuring And Mergern Acquisition,241400000.0,56200000.0,-26500000.0,170400000.0
Net Non Operating Interest Income Expense,-479200000.0,-382100000.0,-379600000.0,-420300000.0
Interest Expense Non Operating,498000000.0,396100000.0,383400000.0,427700000.0
Interest Income Non Operating,18800000.0,14000000.0,3800000.0,7400000.0
Operating Income,3673100000.0,3045400000.0,3255200000.0,3368700000.0
Operating Expense,3259000000.0,3500400000.0,3147000000.0,3079600000.0
Selling General And Administration,3259000000.0,3500400000.0,3147000000.0,3079600000.0
Gross Profit,6932100000.0,6545800000.0,6402200000.0,6448300000.0
Cost Of Revenue,12925100000.0,13548400000.0,12590600000.0,11678700000.0
Total Revenue,19857200000.0,20094200000.0,18992800000.0,18127000000.0
Operating Revenue,19857200000.0,20094200000.0,18992800000.0,18127000000.0
