,2024-07-31,2023-07-31,2022-07-31,2021-07-31
Tax Effect Of Unusual Items,42000.0,-1769600.0,378000.0,-1458000.0
Tax Rate For Calcs,0.21,0.224,0.21,0.27
Normalized EBITDA,1276200000.0,876900000.0,93800000.0,-41200000.0
Total Unusual Items,200000.0,-7900000.0,1800000.0,-5400000.0
Total Unusual Items Excluding Goodwill,200000.0,-7900000.0,1800000.0,-5400000.0
Net Income From Continuing Operation Net Minority Interest,2577600000.0,439700000.0,-267000000.0,-498900000.0
Reconciled Depreciation,283300000.0,282200000.0,282600000.0,260400000.0
Reconciled Cost Of Revenue,2059200000.0,1909700000.0,1718700000.0,1274900000.0
EBITDA,1276400000.0,869000000.0,95600000.0,-46600000.0
EBIT,993100000.0,586800000.0,-187000000.0,-307000000.0
Net Interest Income,309600000.0,197200000.0,-11800000.0,-154600000.0
Interest Expense,4800000.0,20500000.0,20200000.0,158000000.0
Interest Income,317900000.0,224400000.0,15600000.0,8500000.0
Normalized Income,2577442000.0,445830400.0,-268422000.0,-494958000.0
Net Income From Continuing And Discontinued Operation,2577600000.0,439700000.0,-267000000.0,-498900000.0
Total Expenses,7343600000.0,6505400000.0,5690300000.0,4560200000.0
Total Operating Income As Reported,683900000.0,387300000.0,-188800000.0,-304100000.0
Diluted Average Shares,708000000.0,684600000.0,591000000.0,578400000.0
Basic Average Shares,638400000.0,606400000.0,591000000.0,578400000.0
Diluted EPS,3.64,0.64,-0.451667,-0.863333
Basic EPS,4.035,0.725,-0.451667,-0.863333
Diluted NI Availto Com Stockholders,2577600000.0,439700000.0,-267000000.0,-498900000.0
Net Income Common Stockholders,2577600000.0,439700000.0,-267000000.0,-498900000.0
Net Income,2577600000.0,439700000.0,-267000000.0,-498900000.0
Net Income Including Noncontrolling Interests,2577600000.0,439700000.0,-267000000.0,-498900000.0
Net Income Continuous Operations,2577600000.0,439700000.0,-267000000.0,-498900000.0
Tax Provision,-1589300000.0,126600000.0,59800000.0,33900000.0
Pretax Income,988300000.0,566300000.0,-207200000.0,-465000000.0
Other Income Expense,-5200000.0,-18200000.0,-6600000.0,-6100000.0
Other Non Operating Income Expenses,-5400000.0,-10300000.0,-8400000.0,-700000.0
Gain On Sale Of Security,200000.0,-7900000.0,1800000.0,-5400000.0
Net Non Operating Interest Income Expense,309600000.0,197200000.0,-11800000.0,-154600000.0
Total Other Finance Cost,3500000.0,6700000.0,7200000.0,5100000.0
Interest Expense Non Operating,4800000.0,20500000.0,20200000.0,158000000.0
Interest Income Non Operating,317900000.0,224400000.0,15600000.0,8500000.0
Operating Income,683900000.0,387300000.0,-188800000.0,-304100000.0
Operating Expense,5284400000.0,4595700000.0,3971600000.0,3285300000.0
Research And Development,1809400000.0,1604000000.0,1417700000.0,1140400000.0
Selling General And Administration,3475000000.0,2991700000.0,2553900000.0,2144900000.0
Selling And Marketing Expense,2794500000.0,2544000000.0,2148900000.0,1753800000.0
General And Administrative Expense,680500000.0,447700000.0,405000000.0,391100000.0
Other Gand A,680500000.0,447700000.0,405000000.0,391100000.0
Salaries And Wages,,465700000.0,422800000.0,398800000.0
Gross Profit,5968300000.0,4983000000.0,3782800000.0,2981200000.0
Cost Of Revenue,2059200000.0,1909700000.0,1718700000.0,1274900000.0
Total Revenue,8027500000.0,6892700000.0,5501500000.0,4256100000.0
Operating Revenue,8027500000.0,6892700000.0,5501500000.0,4256100000.0
