,2024-08-31,2023-08-31,2022-08-31,2021-08-31
Tax Effect Of Unusual Items,0.0,0.0,-23110560.0,0.0
Tax Rate For Calcs,0.235,0.234,0.24,0.228
Normalized EBITDA,11188334000.0,10587612000.0,10650519000.0,9711850000.0
Total Unusual Items,0.0,0.0,-96294000.0,0.0
Total Unusual Items Excluding Goodwill,0.0,0.0,-96294000.0,0.0
Net Income From Continuing Operation Net Minority Interest,7264787000.0,6871557000.0,6877169000.0,5906809000.0
Reconciled Depreciation,1430042000.0,1400755000.0,1310738000.0,1891242000.0
Reconciled Cost Of Revenue,43734147000.0,43380138000.0,41892766000.0,34169261000.0
EBITDA,11188334000.0,10587612000.0,10554225000.0,9711850000.0
EBIT,9758292000.0,9186857000.0,9243487000.0,7820608000.0
Net Interest Income,213287000.0,232884000.0,-2187000.0,-26127000.0
Interest Expense,58969000.0,47525000.0,47320000.0,59492000.0
Interest Income,272256000.0,280409000.0,45133000.0,33365000.0
Normalized Income,7264787000.0,6871557000.0,6950352440.0,5906809000.0
Net Income From Continuing And Discontinued Operation,7264787000.0,6871557000.0,6877169000.0,5906809000.0
Total Expenses,55300617000.0,55301856000.0,52227124000.0,42911860000.0
Total Operating Income As Reported,9595847000.0,8809889000.0,9367181000.0,7621529000.0
Diluted Average Shares,635940044.0,638591616.0,642839181.0,645909042.0
Basic Average Shares,627852613.0,630608186.0,632762710.0,634745073.0
Diluted EPS,11.44,10.77,10.71,9.16
Basic EPS,11.57,10.9,10.87,9.31
Diluted NI Availto Com Stockholders,7271985000.0,6878761000.0,6884517000.0,5913348000.0
Average Dilution Earnings,7198000.0,7204000.0,7348000.0,6539000.0
Net Income Common Stockholders,7264787000.0,6871557000.0,6877169000.0,5906809000.0
Net Income,7264787000.0,6871557000.0,6877169000.0,5906809000.0
Minority Interests,-154410000.0,-131973000.0,-111791000.0,-83736000.0
Net Income Including Noncontrolling Interests,7419197000.0,7003530000.0,6988960000.0,5990545000.0
Net Income Continuous Operations,7419197000.0,7003530000.0,6988960000.0,5990545000.0
Tax Provision,2280126000.0,2135802000.0,2207207000.0,1770571000.0
Pretax Income,9699323000.0,9139332000.0,9196167000.0,7761116000.0
Other Income Expense,-109811000.0,96559000.0,-168827000.0,165714000.0
Other Non Operating Income Expenses,-109811000.0,96559000.0,-72533000.0,165714000.0
Special Income Charges,0.0,0.0,-96294000.0,0.0
Gain On Sale Of Business,0.0,0.0,-96294000.0,0.0
Net Non Operating Interest Income Expense,213287000.0,232884000.0,-2187000.0,-26127000.0
Interest Expense Non Operating,58969000.0,47525000.0,47320000.0,59492000.0
Interest Income Non Operating,272256000.0,280409000.0,45133000.0,33365000.0
Operating Income,9595847000.0,8809889000.0,9367181000.0,7621529000.0
Operating Expense,11566470000.0,11921718000.0,10334358000.0,8742599000.0
Other Operating Expenses,438440000.0,1063146000.0,,
Selling General And Administration,11128030000.0,10858572000.0,10334358000.0,8742599000.0
Selling And Marketing Expense,6846714000.0,6582629000.0,6108401000.0,5288237000.0
General And Administrative Expense,4281316000.0,4275943000.0,4225957000.0,3454362000.0
Other Gand A,4281316000.0,4275943000.0,4225957000.0,3454362000.0
Gross Profit,21162317000.0,20731607000.0,19701539000.0,16364128000.0
Cost Of Revenue,43734147000.0,43380138000.0,41892766000.0,34169261000.0
Total Revenue,64896464000.0,64111745000.0,61594305000.0,50533389000.0
Operating Revenue,64896464000.0,64111745000.0,61594305000.0,50533389000.0
