,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,-9430200.0,-7080500.0,-5186500.0,-68877000.0
Tax Rate For Calcs,0.169,0.245,0.205,0.27
Normalized EBITDA,1104400000.0,981700000.0,1063600000.0,476400000.0
Total Unusual Items,-55800000.0,-28900000.0,-25300000.0,-255100000.0
Total Unusual Items Excluding Goodwill,-55800000.0,-28900000.0,-25300000.0,-255100000.0
Net Income From Continuing Operation Net Minority Interest,646300000.0,522700000.0,600100000.0,-121100000.0
Reconciled Depreciation,229000000.0,220500000.0,229700000.0,247600000.0
Reconciled Cost Of Revenue,2199600000.0,2277800000.0,2071000000.0,1539400000.0
EBITDA,1048600000.0,952800000.0,1038300000.0,221300000.0
EBIT,819600000.0,732300000.0,808600000.0,-26300000.0
Net Interest Income,30800000.0,-8200000.0,-48500000.0,-38800000.0
Interest Expense,42200000.0,40400000.0,54000000.0,48500000.0
Interest Income,73000000.0,32200000.0,5500000.0,9700000.0
Normalized Income,692669800.0,544519500.0,620213500.0,65123000.0
Net Income From Continuing And Discontinued Operation,646300000.0,522700000.0,600100000.0,-121100000.0
Total Expenses,5819200000.0,5710500000.0,5394800000.0,4189300000.0
Rent Expense Supplemental,19100000.0,23800000.0,18200000.0,11400000.0
Total Operating Income As Reported,756400000.0,704200000.0,798400000.0,-43600000.0
Diluted Average Shares,66500000.0,69000000.0,74300000.0,73500000.0
Basic Average Shares,65200000.0,67700000.0,73000000.0,73500000.0
Diluted EPS,9.71,7.58,8.07,-1.65
Basic EPS,9.91,7.72,8.22,-1.65
Diluted NI Availto Com Stockholders,646300000.0,522700000.0,600100000.0,-121100000.0
Net Income Common Stockholders,646300000.0,522700000.0,600100000.0,-121100000.0
Net Income,646300000.0,522700000.0,600100000.0,-121100000.0
Net Income Including Noncontrolling Interests,646300000.0,522700000.0,600100000.0,-121100000.0
Net Income Continuous Operations,646300000.0,522700000.0,600100000.0,-121100000.0
Tax Provision,131100000.0,169200000.0,154500000.0,46300000.0
Pretax Income,777400000.0,691900000.0,754600000.0,-74800000.0
Other Income Expense,-65600000.0,-33000000.0,-20600000.0,-247500000.0
Other Non Operating Income Expenses,-9800000.0,-4100000.0,4700000.0,7600000.0
Special Income Charges,-55800000.0,-28900000.0,-25300000.0,-255100000.0
Write Off,,,,96000000.0
Impairment Of Capital Assets,0.0,9700000.0,21300000.0,96000000.0
Restructuring And Mergern Acquisition,55800000.0,19200000.0,4000000.0,159100000.0
Net Non Operating Interest Income Expense,30800000.0,-8200000.0,-48500000.0,-38800000.0
Interest Expense Non Operating,42200000.0,40400000.0,54000000.0,48500000.0
Interest Income Non Operating,73000000.0,32200000.0,5500000.0,9700000.0
Operating Income,812200000.0,733100000.0,823700000.0,211500000.0
Operating Expense,3619600000.0,3432700000.0,3323800000.0,2649900000.0
Selling General And Administration,3619600000.0,3432700000.0,3323800000.0,2649900000.0
General And Administrative Expense,3619600000.0,3432700000.0,3323800000.0,2649900000.0
Other Gand A,3600500000.0,3408900000.0,3305600000.0,2638500000.0
Rent And Landing Fees,19100000.0,23800000.0,18200000.0,11400000.0
Gross Profit,4431800000.0,4165800000.0,4147500000.0,2861400000.0
Cost Of Revenue,2199600000.0,2277800000.0,2071000000.0,1539400000.0
Total Revenue,6631400000.0,6443600000.0,6218500000.0,4400800000.0
Operating Revenue,6631400000.0,6443600000.0,6218500000.0,4400800000.0
