,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.224,0.235,0.242,0.236
Normalized EBITDA,2265280000.0,1710678000.0,1575010000.0,1910198000.0
Net Income From Continuing Operation Net Minority Interest,1142097000.0,717795000.0,675609000.0,991590000.0
Reconciled Depreciation,584831000.0,568041000.0,581861000.0,533213000.0
Reconciled Cost Of Revenue,1587786000.0,1532828000.0,1474339000.0,1427134000.0
EBITDA,2265280000.0,1710678000.0,1575010000.0,1910198000.0
EBIT,1680449000.0,1142637000.0,993149000.0,1376985000.0
Net Interest Income,-186109000.0,-206674000.0,-126889000.0,-83672000.0
Interest Expense,182513000.0,202211000.0,126889000.0,83672000.0
Interest Income,1425000.0,572000.0,378000.0,1596000.0
Normalized Income,1142097000.0,717795000.0,675609000.0,991590000.0
Net Income From Continuing And Discontinued Operation,1142097000.0,717795000.0,675609000.0,991590000.0
Total Expenses,14146121000.0,13106595000.0,12395815000.0,11279023000.0
Rent Expense Supplemental,146433000.0,141026000.0,131626000.0,118863000.0
Total Operating Income As Reported,1681814000.0,1175381000.0,1003555000.0,1363094000.0
Diluted Average Shares,67896000.0,70125000.0,73832000.0,83692000.0
Basic Average Shares,66554000.0,69321000.0,73118000.0,82519000.0
Diluted EPS,16.82,10.23,9.14,11.82
Basic EPS,17.16,10.35,9.23,11.99
Diluted NI Availto Com Stockholders,1142047000.0,717487000.0,674861000.0,989531000.0
Net Income Common Stockholders,1142047000.0,717487000.0,674861000.0,989531000.0
Otherunder Preferred Stock Dividend,50000.0,308000.0,748000.0,2059000.0
Net Income,1142097000.0,717795000.0,675609000.0,991590000.0
Minority Interests,-21012000.0,-1512000.0,18627000.0,3958000.0
Net Income Including Noncontrolling Interests,1163109000.0,719307000.0,656982000.0,987632000.0
Net Income Continuous Operations,1163109000.0,719307000.0,656982000.0,987632000.0
Tax Provision,334827000.0,221119000.0,209278000.0,305681000.0
Pretax Income,1497936000.0,940426000.0,866260000.0,1293313000.0
Other Income Expense,2231000.0,-28281000.0,-10406000.0,13891000.0
Other Non Operating Income Expenses,2231000.0,-28281000.0,-10406000.0,13891000.0
Net Non Operating Interest Income Expense,-186109000.0,-206674000.0,-126889000.0,-83672000.0
Total Other Finance Cost,5021000.0,5035000.0,4903000.0,4310000.0
Interest Expense Non Operating,182513000.0,202211000.0,126889000.0,83672000.0
Interest Income Non Operating,1425000.0,572000.0,378000.0,1596000.0
Operating Income,1681814000.0,1175381000.0,1003555000.0,1363094000.0
Operating Expense,12558335000.0,11573767000.0,10921476000.0,9851889000.0
Other Operating Expenses,4308384000.0,3757216000.0,3445733000.0,3035869000.0
Depreciation Amortization Depletion Income Statement,584831000.0,568041000.0,581861000.0,533213000.0
Depreciation And Amortization In Income Statement,584831000.0,568041000.0,581861000.0,533213000.0
Selling General And Administration,7665120000.0,7248510000.0,6893882000.0,6282807000.0
General And Administrative Expense,7665120000.0,7248510000.0,6893882000.0,6282807000.0
Rent And Landing Fees,146433000.0,141026000.0,131626000.0,118863000.0
Salaries And Wages,7518687000.0,7107484000.0,6762256000.0,6163944000.0
Gross Profit,14240149000.0,12749148000.0,11925031000.0,11214983000.0
Cost Of Revenue,1587786000.0,1532828000.0,1474339000.0,1427134000.0
Total Revenue,15827935000.0,14281976000.0,13399370000.0,12642117000.0
Operating Revenue,15827935000.0,14281976000.0,13399370000.0,12642117000.0
