,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-39900.0,
Tax Rate For Calcs,0.187306,0.237753,0.126919,0.399,
Normalized EBITDA,945700000.0,916700000.0,565300000.0,377700000.0,
Total Unusual Items,,0.0,0.0,-100000.0,-5900000.0
Total Unusual Items Excluding Goodwill,,0.0,0.0,-100000.0,-5900000.0
Net Income From Continuing Operation Net Minority Interest,576200000.0,541500000.0,341200000.0,216900000.0,
Reconciled Depreciation,217700000.0,186000000.0,155900000.0,102000000.0,
Reconciled Cost Of Revenue,1594800000.0,1333400000.0,1026700000.0,768000000.0,
EBITDA,945700000.0,916700000.0,565300000.0,377600000.0,
EBIT,728000000.0,730700000.0,409400000.0,275600000.0,
Net Interest Income,115200000.0,114700000.0,5200000.0,-17100000.0,
Interest Expense,19000000.0,20300000.0,18600000.0,18800000.0,
Interest Income,134200000.0,135000000.0,23800000.0,1700000.0,
Normalized Income,576200000.0,541500000.0,341200000.0,216960100.0,
Net Income From Continuing And Discontinued Operation,576200000.0,541500000.0,341200000.0,216900000.0,
Total Expenses,3433000000.0,3024600000.0,2518600000.0,2182700000.0,
Total Operating Income As Reported,600000000.0,597700000.0,391200000.0,265800000.0,
Diluted Average Shares,412700000.0,425500000.0,427500000.0,400400000.0,
Basic Average Shares,393600000.0,386000000.0,389400000.0,386800000.0,
Diluted EPS,1.42,1.3,0.82,0.3875,
Basic EPS,1.46,1.4,0.88,0.4,
Diluted NI Availto Com Stockholders,587700000.0,554100000.0,352200000.0,228300000.0,
Average Dilution Earnings,11500000.0,12600000.0,11000000.0,11400000.0,
Net Income Common Stockholders,576200000.0,541500000.0,341200000.0,216900000.0,
Net Income,576200000.0,541500000.0,341200000.0,216900000.0,
Net Income Including Noncontrolling Interests,576200000.0,541500000.0,341200000.0,216900000.0,
Net Income Continuous Operations,576200000.0,541500000.0,341200000.0,216900000.0,
Tax Provision,132800000.0,168900000.0,49600000.0,39900000.0,
Pretax Income,709000000.0,710400000.0,390800000.0,256800000.0,
Other Income Expense,-6200000.0,-2000000.0,-5600000.0,8100000.0,
Other Non Operating Income Expenses,-6200000.0,-2000000.0,-5600000.0,-3400000.0,
Special Income Charges,,0.0,0.0,-100000.0,-5900000.0
Other Special Charges,,,,100000.0,5900000.0
Earnings From Equity Interest,,1900000.0,200000.0,11600000.0,0.0
Net Non Operating Interest Income Expense,115200000.0,114700000.0,5200000.0,-17100000.0,
Interest Expense Non Operating,19000000.0,20300000.0,18600000.0,18800000.0,
Interest Income Non Operating,134200000.0,135000000.0,23800000.0,1700000.0,
Operating Income,600000000.0,597700000.0,391200000.0,265800000.0,
Operating Expense,1838200000.0,1691200000.0,1491900000.0,1414700000.0,
Depreciation Amortization Depletion Income Statement,,,7500000.0,3700000.0,
Depreciation And Amortization In Income Statement,,,7500000.0,3700000.0,
Amortization,,,7500000.0,3700000.0,
Amortization Of Intangibles Income Statement,,,7500000.0,3700000.0,
Research And Development,552400000.0,505800000.0,484200000.0,604200000.0,
Selling General And Administration,1285800000.0,1185400000.0,1007700000.0,810500000.0,
Gross Profit,2438200000.0,2288900000.0,1883100000.0,1680500000.0,
Cost Of Revenue,1594800000.0,1333400000.0,1026700000.0,768000000.0,
Total Revenue,4033000000.0,3622300000.0,2909800000.0,2448500000.0,
Operating Revenue,4033000000.0,3622300000.0,2909800000.0,2448500000.0,
