,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.146,0.163,0.124488,0.27
Normalized EBITDA,466467000.0,392632000.0,388013000.0,328119000.0
Net Income From Continuing Operation Net Minority Interest,263026000.0,165919000.0,164240000.0,161458000.0
Reconciled Depreciation,152369000.0,170767000.0,172041000.0,145840000.0
Reconciled Cost Of Revenue,1109300000.0,994517000.0,955663000.0,781652000.0
EBITDA,466467000.0,392632000.0,388013000.0,328119000.0
EBIT,314098000.0,221865000.0,215972000.0,182279000.0
Net Interest Income,-5931000.0,-23629000.0,-28379000.0,-23298000.0
Interest Expense,5931000.0,23629000.0,28379000.0,23298000.0
Normalized Income,263026000.0,165919000.0,164240000.0,161458000.0
Net Income From Continuing And Discontinued Operation,263026000.0,165919000.0,164240000.0,161458000.0
Total Expenses,1838277000.0,1733214000.0,1635955000.0,1411552000.0
Total Operating Income As Reported,299526000.0,218537000.0,214249000.0,180735000.0
Diluted Average Shares,43497000.0,42769000.0,42399000.0,42244000.0
Basic Average Shares,42611000.0,42024000.0,41544000.0,40848000.0
Diluted EPS,6.05,3.88,3.87,3.82
Basic EPS,6.17,3.95,3.95,3.95
Diluted NI Availto Com Stockholders,263026000.0,165919000.0,164240000.0,161458000.0
Net Income Common Stockholders,263026000.0,165919000.0,164240000.0,161458000.0
Net Income,263026000.0,165919000.0,164240000.0,161458000.0
Net Income Including Noncontrolling Interests,263026000.0,165919000.0,164240000.0,161458000.0
Net Income Continuous Operations,263026000.0,165919000.0,164240000.0,161458000.0
Tax Provision,45141000.0,32317000.0,23353000.0,-2477000.0
Pretax Income,308167000.0,198236000.0,187593000.0,158981000.0
Other Income Expense,14572000.0,3328000.0,1723000.0,1544000.0
Other Non Operating Income Expenses,14572000.0,3328000.0,1723000.0,1544000.0
Net Non Operating Interest Income Expense,-5931000.0,-23629000.0,-28379000.0,-23298000.0
Interest Expense Non Operating,5931000.0,23629000.0,28379000.0,23298000.0
Operating Income,299526000.0,218537000.0,214249000.0,180735000.0
Operating Expense,636235000.0,642562000.0,569614000.0,528909000.0
Depreciation Amortization Depletion Income Statement,59627000.0,74632000.0,61363000.0,44849000.0
Depreciation And Amortization In Income Statement,59627000.0,74632000.0,61363000.0,44849000.0
Amortization,59627000.0,74632000.0,61363000.0,44849000.0
Amortization Of Intangibles Income Statement,59627000.0,74632000.0,61363000.0,44849000.0
Research And Development,117939000.0,109585000.0,105184000.0,93481000.0
Selling General And Administration,458669000.0,458345000.0,403067000.0,390579000.0
Selling And Marketing Expense,157731000.0,149770000.0,135743000.0,118624000.0
General And Administrative Expense,300938000.0,308575000.0,267324000.0,271955000.0
Other Gand A,300938000.0,308575000.0,267324000.0,271955000.0
Gross Profit,935761000.0,861099000.0,783863000.0,709644000.0
Cost Of Revenue,1202042000.0,1090652000.0,1066341000.0,882643000.0
Total Revenue,2137803000.0,1951751000.0,1850204000.0,1592287000.0
Operating Revenue,2137803000.0,1951751000.0,1850204000.0,1592287000.0
