,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Tax Effect Of Unusual Items,-110670000.0,-40530000.0,-12470000.0,5170000.0,
Tax Rate For Calcs,0.21,0.21,0.29,0.11,
Normalized EBITDA,851000000.0,-217000000.0,3447000000.0,2418000000.0,
Total Unusual Items,-527000000.0,-193000000.0,-43000000.0,47000000.0,
Total Unusual Items Excluding Goodwill,-527000000.0,-193000000.0,-43000000.0,47000000.0,
Net Income From Continuing Operation Net Minority Interest,-798000000.0,-1684000000.0,1546000000.0,821000000.0,
Reconciled Depreciation,568000000.0,828000000.0,929000000.0,1212000000.0,
Reconciled Cost Of Revenue,10058000000.0,10431000000.0,12919000000.0,12401000000.0,
EBITDA,324000000.0,-410000000.0,3404000000.0,2465000000.0,
EBIT,-244000000.0,-1238000000.0,2475000000.0,1253000000.0,
Net Interest Income,-378000000.0,-288000000.0,-298000000.0,-319000000.0,
Interest Expense,417000000.0,312000000.0,304000000.0,326000000.0,
Interest Income,39000000.0,24000000.0,6000000.0,7000000.0,
Normalized Income,-381670000.0,-1531530000.0,1576530000.0,779170000.0,
Net Income From Continuing And Discontinued Operation,-798000000.0,-1684000000.0,1546000000.0,821000000.0,
Total Expenses,12793000000.0,13410000000.0,16359000000.0,15749000000.0,
Total Operating Income As Reported,-317000000.0,-1285000000.0,2391000000.0,1220000000.0,
Diluted Average Shares,326000000.0,318000000.0,316000000.0,309000000.0,
Basic Average Shares,326000000.0,318000000.0,312000000.0,305000000.0,
Diluted EPS,-1.72,-5.44,4.75,2.66,
Basic EPS,-1.72,-5.44,4.81,2.69,
Diluted NI Availto Com Stockholders,-852000000.0,-1708000000.0,1546000000.0,821000000.0,
Net Income Common Stockholders,-852000000.0,-1708000000.0,1546000000.0,821000000.0,
Preferred Stock Dividends,54000000.0,24000000.0,,,
Net Income,-798000000.0,-1684000000.0,1546000000.0,821000000.0,
Net Income Including Noncontrolling Interests,-798000000.0,-1684000000.0,1546000000.0,821000000.0,
Net Income Continuous Operations,-798000000.0,-1684000000.0,1546000000.0,821000000.0,
Tax Provision,137000000.0,134000000.0,625000000.0,106000000.0,
Pretax Income,-661000000.0,-1550000000.0,2171000000.0,927000000.0,
Other Income Expense,-493000000.0,-170000000.0,35000000.0,73000000.0,
Other Non Operating Income Expenses,34000000.0,23000000.0,78000000.0,26000000.0,
Special Income Charges,-527000000.0,-193000000.0,-43000000.0,47000000.0,
Gain On Sale Of Ppe,85000000.0,8000000.0,7000000.0,,17000000.0
Other Special Charges,291000000.0,,,,
Write Off,146000000.0,20000000.0,0.0,-75000000.0,
Restructuring And Mergern Acquisition,175000000.0,181000000.0,50000000.0,28000000.0,
Net Non Operating Interest Income Expense,-378000000.0,-288000000.0,-298000000.0,-319000000.0,
Interest Expense Non Operating,417000000.0,312000000.0,304000000.0,326000000.0,
Interest Income Non Operating,39000000.0,24000000.0,6000000.0,7000000.0,
Operating Income,210000000.0,-1092000000.0,2434000000.0,1173000000.0,
Operating Expense,2735000000.0,2979000000.0,3440000000.0,3348000000.0,
Research And Development,1907000000.0,2009000000.0,2323000000.0,2243000000.0,
Selling General And Administration,828000000.0,970000000.0,1117000000.0,1105000000.0,
Gross Profit,2945000000.0,1887000000.0,5874000000.0,4521000000.0,
Cost Of Revenue,10058000000.0,10431000000.0,12919000000.0,12401000000.0,
Total Revenue,13003000000.0,12318000000.0,18793000000.0,16922000000.0,
Operating Revenue,13003000000.0,12318000000.0,18793000000.0,16922000000.0,
