,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-11785200.0,-10143000.0,-12591954.865182,-10113141.517092,
Tax Rate For Calcs,0.244,0.245,0.245457,0.241364,
Normalized EBITDA,1679700000.0,1626500000.0,1943300000.0,1720500000.0,
Total Unusual Items,-48300000.0,-41400000.0,-51300000.0,-41900000.0,
Total Unusual Items Excluding Goodwill,-48300000.0,-41400000.0,-51300000.0,-41900000.0,
Net Income From Continuing Operation Net Minority Interest,805100000.0,765200000.0,1029800000.0,841100000.0,
Reconciled Depreciation,525600000.0,517700000.0,456800000.0,417500000.0,
Reconciled Cost Of Revenue,6600200000.0,6103500000.0,6387400000.0,5857300000.0,
EBITDA,1631400000.0,1585100000.0,1892000000.0,1678600000.0,
EBIT,1105800000.0,1067400000.0,1435200000.0,1261100000.0,
Net Interest Income,-41400000.0,-53300000.0,-70400000.0,-152400000.0,
Interest Expense,41400000.0,53300000.0,70400000.0,152400000.0,
Normalized Income,841614800.0,796457000.0,1068508045.134818,872886858.482908,
Net Income From Continuing And Discontinued Operation,805100000.0,765200000.0,1029800000.0,841100000.0,
Total Expenses,7210500000.0,6684400000.0,6996000000.0,6434100000.0,
Total Operating Income As Reported,1101300000.0,1075100000.0,1420700000.0,1241400000.0,
Diluted Average Shares,89500000.0,89625000.0,92942238.0,94825254.0,
Basic Average Shares,89100000.0,89625000.0,92942238.0,94825254.0,
Diluted EPS,8.93,8.48,11.03,8.83,
Basic EPS,8.97,8.52,11.08,8.87,
Diluted NI Availto Com Stockholders,799500000.0,759000000.0,1021900000.0,834700000.0,
Net Income Common Stockholders,799500000.0,759000000.0,1021900000.0,834700000.0,
Otherunder Preferred Stock Dividend,5600000.0,6200000.0,7900000.0,6400000.0,
Net Income,805100000.0,765200000.0,1029800000.0,841100000.0,
Net Income Including Noncontrolling Interests,805100000.0,765200000.0,1029800000.0,841100000.0,
Net Income Continuous Operations,805100000.0,765200000.0,1029800000.0,841100000.0,
Tax Provision,259300000.0,248900000.0,335000000.0,267600000.0,
Pretax Income,1064400000.0,1014100000.0,1364800000.0,1108700000.0,
Other Income Expense,-67000000.0,-50600000.0,-46800000.0,-35100000.0,
Other Non Operating Income Expenses,-18700000.0,-9200000.0,4500000.0,6800000.0,
Special Income Charges,-48300000.0,-41400000.0,-51300000.0,-41900000.0,
Gain On Sale Of Ppe,-39700000.0,-31700000.0,-44500000.0,-38900000.0,
Gain On Sale Of Business,-1000000.0,-7900000.0,100000.0,6500000.0,
Impairment Of Capital Assets,,,0.0,0.0,55200000.0
Restructuring And Mergern Acquisition,7600000.0,1800000.0,6900000.0,9500000.0,
Net Non Operating Interest Income Expense,-41400000.0,-53300000.0,-70400000.0,-152400000.0,
Interest Expense Non Operating,41400000.0,53300000.0,70400000.0,152400000.0,
Operating Income,1172800000.0,1118000000.0,1482000000.0,1296200000.0,
Operating Expense,610300000.0,580900000.0,608600000.0,576800000.0,
Selling General And Administration,610300000.0,580900000.0,608600000.0,576800000.0,
Gross Profit,1783100000.0,1698900000.0,2090600000.0,1873000000.0,
Cost Of Revenue,6600200000.0,6103500000.0,6387400000.0,5857300000.0,
Total Revenue,8383300000.0,7802400000.0,8478000000.0,7730300000.0,
Operating Revenue,8383300000.0,7802400000.0,8478000000.0,7730300000.0,
