,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,34160910.0,36811740.0,12193230.0,11316240.0
Tax Rate For Calcs,0.21,0.21,0.21,0.27
Normalized EBITDA,1373090000.0,1353478000.0,1268942000.0,1135660000.0
Total Unusual Items,162671000.0,175294000.0,58063000.0,41912000.0
Total Unusual Items Excluding Goodwill,162671000.0,175294000.0,58063000.0,41912000.0
Net Income From Continuing Operation Net Minority Interest,453917000.0,519470000.0,383329000.0,261425000.0
Reconciled Depreciation,714326000.0,674287000.0,638114000.0,592135000.0
Reconciled Cost Of Revenue,1072763000.0,976144000.0,874287000.0,777759000.0
EBITDA,1535761000.0,1528772000.0,1327005000.0,1177572000.0
EBIT,821435000.0,854485000.0,688891000.0,585437000.0
Net Interest Income,-366070000.0,-333457000.0,-304092000.0,-322661000.0
Interest Expense,366070000.0,333457000.0,304092000.0,322661000.0
Normalized Income,325406910.0,380987740.0,337459230.0,230829240.0
Net Income From Continuing And Discontinued Operation,453917000.0,519470000.0,383329000.0,261425000.0
Total Expenses,1877701000.0,1732775000.0,1586426000.0,1445709000.0
Diluted Average Shares,613631617.0,613288708.0,611112396.0,579209523.0
Basic Average Shares,612551317.0,611893784.0,609770610.0,577681070.0
Diluted EPS,0.74,0.85,0.63,0.45
Basic EPS,0.74,0.85,0.63,0.45
Diluted NI Availto Com Stockholders,453164000.0,518774000.0,382668000.0,261098000.0
Net Income Common Stockholders,453164000.0,518774000.0,382668000.0,261098000.0
Otherunder Preferred Stock Dividend,753000.0,696000.0,661000.0,327000.0
Net Income,453917000.0,519470000.0,383329000.0,261425000.0
Minority Interests,-1448000.0,-1558000.0,-1470000.0,-1351000.0
Net Income Including Noncontrolling Interests,455365000.0,521028000.0,384799000.0,262776000.0
Net Income Continuous Operations,455365000.0,521028000.0,384799000.0,262776000.0
Pretax Income,455365000.0,521028000.0,384799000.0,262776000.0
Other Income Expense,80194000.0,154982000.0,37196000.0,34531000.0
Other Non Operating Income Expenses,-54032000.0,-2435000.0,-11261000.0,-5835000.0
Special Income Charges,-82925000.0,-8596000.0,-28697000.0,-8676000.0
Impairment Of Capital Assets,82925000.0,8596000.0,28697000.0,8676000.0
Earnings From Equity Interest,-28445000.0,-17877000.0,-9606000.0,-1546000.0
Gain On Sale Of Security,245596000.0,183890000.0,86760000.0,50588000.0
Net Non Operating Interest Income Expense,-366070000.0,-333457000.0,-304092000.0,-322661000.0
Interest Expense Non Operating,366070000.0,333457000.0,304092000.0,322661000.0
Operating Income,741241000.0,699503000.0,651695000.0,550906000.0
Operating Expense,804938000.0,756631000.0,712139000.0,667950000.0
Depreciation Amortization Depletion Income Statement,714326000.0,674287000.0,638114000.0,592135000.0
Depreciation And Amortization In Income Statement,714326000.0,674287000.0,638114000.0,592135000.0
Selling General And Administration,90612000.0,82344000.0,74025000.0,75815000.0
General And Administrative Expense,90612000.0,82344000.0,74025000.0,75815000.0
Other Gand A,90612000.0,82344000.0,74025000.0,75815000.0
Gross Profit,1546179000.0,1456134000.0,1363834000.0,1218856000.0
Cost Of Revenue,1072763000.0,976144000.0,874287000.0,777759000.0
Total Revenue,2618942000.0,2432278000.0,2238121000.0,1996615000.0
Operating Revenue,2618942000.0,2432278000.0,2238121000.0,1996615000.0
