,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,116624000.0,87117000.0,-167560000.0,68796684.544125
Tax Rate For Calcs,0.197,0.213,0.236,0.212335
Normalized EBITDA,15446000000.0,15296000000.0,12124000000.0,10720000000.0
Total Unusual Items,592000000.0,409000000.0,-710000000.0,324000000.0
Total Unusual Items Excluding Goodwill,592000000.0,409000000.0,-710000000.0,324000000.0
Net Income From Continuing Operation Net Minority Interest,10792000000.0,10335000000.0,6705000000.0,6489000000.0
Reconciled Depreciation,2153000000.0,2144000000.0,2219000000.0,2352000000.0
Reconciled Cost Of Revenue,41485000000.0,43797000000.0,41915000000.0,35968000000.0
EBITDA,16038000000.0,15705000000.0,11414000000.0,11044000000.0
EBIT,13885000000.0,13561000000.0,9195000000.0,8692000000.0
Net Interest Income,-512000000.0,-511000000.0,-443000000.0,-488000000.0
Interest Expense,512000000.0,511000000.0,443000000.0,488000000.0
Interest Income,482000000.0,494000000.0,167000000.0,80000000.0
Normalized Income,10316624000.0,10013117000.0,7247440000.0,6233796684.544125
Net Income From Continuing And Discontinued Operation,10792000000.0,10335000000.0,6705000000.0,6489000000.0
Total Expenses,51737000000.0,54094000000.0,50598000000.0,44093000000.0
Total Operating Income As Reported,13072000000.0,12966000000.0,7904000000.0,6878000000.0
Diluted Average Shares,489400000.0,513600000.0,530400000.0,548500000.0
Basic Average Shares,486700000.0,510600000.0,526900000.0,544000000.0
Diluted EPS,22.05,20.12,12.64,11.83
Basic EPS,22.17,20.24,12.72,11.93
Diluted NI Availto Com Stockholders,10792000000.0,10335000000.0,6705000000.0,6489000000.0
Net Income Common Stockholders,10792000000.0,10335000000.0,6705000000.0,6489000000.0
Net Income,10792000000.0,10335000000.0,6705000000.0,6489000000.0
Minority Interests,4000000.0,3000000.0,1000000.0,-4000000.0
Net Income Including Noncontrolling Interests,10788000000.0,10332000000.0,6704000000.0,6493000000.0
Net Income Continuous Operations,10788000000.0,10332000000.0,6704000000.0,6493000000.0
Earnings From Equity Interest Net Of Tax,44000000.0,63000000.0,19000000.0,31000000.0
Tax Provision,2629000000.0,2781000000.0,2067000000.0,1742000000.0
Pretax Income,13373000000.0,13050000000.0,8752000000.0,8204000000.0
Other Income Expense,813000000.0,595000000.0,366000000.0,1814000000.0
Other Non Operating Income Expenses,221000000.0,186000000.0,1076000000.0,1490000000.0
Special Income Charges,0.0,0.0,-925000000.0,0.0
Impairment Of Capital Assets,0.0,0.0,925000000.0,0.0
Gain On Sale Of Security,592000000.0,409000000.0,215000000.0,324000000.0
Net Non Operating Interest Income Expense,-512000000.0,-511000000.0,-443000000.0,-488000000.0
Interest Expense Non Operating,512000000.0,511000000.0,443000000.0,488000000.0
Interest Income Non Operating,482000000.0,494000000.0,167000000.0,80000000.0
Operating Income,13072000000.0,12966000000.0,8829000000.0,6878000000.0
Operating Expense,10252000000.0,10297000000.0,8683000000.0,8125000000.0
Other Operating Expenses,1478000000.0,1818000000.0,1218000000.0,1074000000.0
Research And Development,2107000000.0,2108000000.0,1814000000.0,1686000000.0
Selling General And Administration,6667000000.0,6371000000.0,5651000000.0,5365000000.0
Gross Profit,23324000000.0,23263000000.0,17512000000.0,15003000000.0
Cost Of Revenue,41485000000.0,43797000000.0,41915000000.0,35968000000.0
Total Revenue,64809000000.0,67060000000.0,59427000000.0,50971000000.0
Operating Revenue,64809000000.0,67060000000.0,59427000000.0,50971000000.0
