,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,4071704.0,-3106442.0,-2560565.0,-1173312.0,
Tax Rate For Calcs,0.098,0.146,0.149,0.126,
Normalized EBITDA,690866000.0,661541000.0,971964000.0,1313572000.0,
Total Unusual Items,41548000.0,-21277000.0,-17185000.0,-9312000.0,
Total Unusual Items Excluding Goodwill,41548000.0,-21277000.0,-17185000.0,-9312000.0,
Net Income From Continuing Operation Net Minority Interest,542372000.0,448752000.0,715501000.0,1014589000.0,
Reconciled Depreciation,119741000.0,110886000.0,110675000.0,125485000.0,
Reconciled Cost Of Revenue,1069976000.0,1047663000.0,1196552000.0,1392196000.0,
EBITDA,732414000.0,640264000.0,954779000.0,1304260000.0,
EBIT,612673000.0,529378000.0,844104000.0,1178775000.0,
Net Interest Income,21185000.0,23542000.0,2660000.0,-15193000.0,
Interest Expense,3587000.0,3806000.0,3719000.0,17820000.0,
Interest Income,24772000.0,27348000.0,6379000.0,2627000.0,
Normalized Income,504895704.0,466922558.0,730125435.0,1022727688.0,
Net Income From Continuing And Discontinued Operation,542372000.0,448752000.0,715501000.0,1014589000.0,
Total Expenses,2267640000.0,2153953000.0,2305921000.0,2492849000.0,
Total Operating Income As Reported,593788000.0,501068000.0,831939000.0,1200720000.0,
Diluted Average Shares,163314000.0,164304000.0,169734000.0,183625000.0,
Basic Average Shares,159083000.0,154310000.0,158434000.0,164960000.0,
Diluted EPS,3.32,2.73,4.22,5.56,
Basic EPS,3.41,2.91,4.52,6.19,
Diluted NI Availto Com Stockholders,542372000.0,448752000.0,715501000.0,1014589000.0,
Net Income Common Stockholders,542372000.0,448752000.0,715501000.0,1014589000.0,
Net Income,542372000.0,448752000.0,715501000.0,1014589000.0,
Net Income Including Noncontrolling Interests,542372000.0,448752000.0,715501000.0,1014589000.0,
Net Income Continuous Operations,542372000.0,448752000.0,715501000.0,1014589000.0,
Earnings From Equity Interest Net Of Tax,-7211000.0,0.0,0.0,,
Tax Provision,59503000.0,76820000.0,124884000.0,146366000.0,
Pretax Income,609086000.0,525572000.0,840385000.0,1160955000.0,
Other Income Expense,35661000.0,-20315000.0,-11399000.0,-33884000.0,
Other Non Operating Income Expenses,-5887000.0,962000.0,5786000.0,-24572000.0,
Special Income Charges,41548000.0,-21277000.0,-17185000.0,-9312000.0,
Gain On Sale Of Ppe,,,3400000.0,,
Gain On Sale Of Business,57119000.0,0.0,0.0,,
Other Special Charges,,,14700000.0,12000000.0,4000000.0
Restructuring And Mergern Acquisition,15571000.0,21277000.0,17185000.0,9312000.0,
Net Non Operating Interest Income Expense,21185000.0,23542000.0,2660000.0,-15193000.0,
Interest Expense Non Operating,3587000.0,3806000.0,3719000.0,17820000.0,
Interest Income Non Operating,24772000.0,27348000.0,6379000.0,2627000.0,
Operating Income,552240000.0,522345000.0,849124000.0,1210032000.0,
Operating Expense,1096687000.0,1014403000.0,1018027000.0,996624000.0,
Depreciation Amortization Depletion Income Statement,18764000.0,18999000.0,19333000.0,21456000.0,
Depreciation And Amortization In Income Statement,18764000.0,18999000.0,19333000.0,21456000.0,
Amortization,18764000.0,18999000.0,19333000.0,21456000.0,
Amortization Of Intangibles Income Statement,18764000.0,18999000.0,19333000.0,21456000.0,
Research And Development,460876000.0,418089000.0,440591000.0,427609000.0,
Selling General And Administration,617047000.0,577315000.0,558103000.0,547559000.0,
Gross Profit,1648927000.0,1536748000.0,1867151000.0,2206656000.0,
Cost Of Revenue,1170953000.0,1139550000.0,1287894000.0,1496225000.0,
Total Revenue,2819880000.0,2676298000.0,3155045000.0,3702881000.0,
Operating Revenue,2819880000.0,2676298000.0,3155045000.0,3702881000.0,
