,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-386400000.0,-70896000.0,-54591414.944356,232359583.952452,
Tax Rate For Calcs,0.21,0.168,0.154213,0.199108,
Normalized EBITDA,2663000000.0,2441000000.0,2387000000.0,2386000000.0,
Total Unusual Items,-1840000000.0,-422000000.0,-354000000.0,1167000000.0,
Total Unusual Items Excluding Goodwill,-1840000000.0,-422000000.0,-354000000.0,1167000000.0,
Net Income From Continuing Operation Net Minority Interest,-98000000.0,1055000000.0,1049000000.0,2142000000.0,
Reconciled Depreciation,456000000.0,505000000.0,567000000.0,650000000.0,
Reconciled Cost Of Revenue,5502000000.0,5344000000.0,5065000000.0,5253000000.0,
EBITDA,823000000.0,2019000000.0,2033000000.0,3553000000.0,
EBIT,367000000.0,1514000000.0,1466000000.0,2903000000.0,
Net Interest Income,-263000000.0,-235000000.0,-208000000.0,-211000000.0,
Interest Expense,263000000.0,235000000.0,208000000.0,211000000.0,
Normalized Income,1355600000.0,1406104000.0,1348408585.055644,1207359583.952452,
Net Income From Continuing And Discontinued Operation,-98000000.0,1055000000.0,1009000000.0,4222000000.0,
Total Expenses,7791000000.0,7664000000.0,7327000000.0,7576000000.0,
Total Operating Income As Reported,627000000.0,1365000000.0,1178000000.0,2202000000.0,
Diluted Average Shares,102000000.0,106000000.0,112000000.0,129000000.0,
Basic Average Shares,102000000.0,105000000.0,112000000.0,128000000.0,
Diluted EPS,-0.96,9.95,8.98,32.78,
Basic EPS,-0.96,10.01,9.0,32.88,
Diluted NI Availto Com Stockholders,-98000000.0,1055000000.0,1009000000.0,4222000000.0,
Net Income Common Stockholders,-98000000.0,1055000000.0,1009000000.0,4222000000.0,
Net Income,-98000000.0,1055000000.0,1009000000.0,4222000000.0,
Minority Interests,-10000000.0,-9000000.0,-15000000.0,-14000000.0,
Net Income Including Noncontrolling Interests,-88000000.0,1064000000.0,1024000000.0,4236000000.0,
Net Income Discontinuous Operations,0.0,0.0,-40000000.0,2080000000.0,
Net Income Continuous Operations,-88000000.0,1064000000.0,1064000000.0,2156000000.0,
Tax Provision,192000000.0,215000000.0,194000000.0,536000000.0,
Pretax Income,104000000.0,1279000000.0,1258000000.0,2692000000.0,
Other Income Expense,-1772000000.0,-305000000.0,-73000000.0,1481000000.0,
Other Non Operating Income Expenses,66000000.0,114000000.0,277000000.0,306000000.0,
Special Income Charges,-1849000000.0,-411000000.0,-354000000.0,1159000000.0,
Gain On Sale Of Business,-337000000.0,43000000.0,7000000.0,379000000.0,
Impairment Of Capital Assets,1042000000.0,0.0,81000000.0,,
Restructuring And Mergern Acquisition,470000000.0,454000000.0,280000000.0,-780000000.0,
Earnings From Equity Interest,2000000.0,3000000.0,4000000.0,8000000.0,
Gain On Sale Of Security,9000000.0,-11000000.0,,8000000.0,3000000.0
Net Non Operating Interest Income Expense,-263000000.0,-235000000.0,-208000000.0,-211000000.0,
Interest Expense Non Operating,263000000.0,235000000.0,208000000.0,211000000.0,
Operating Income,2139000000.0,1819000000.0,1539000000.0,1422000000.0,
Operating Expense,2289000000.0,2320000000.0,2262000000.0,2323000000.0,
Other Operating Expenses,1833000000.0,1815000000.0,1695000000.0,1673000000.0,
Depreciation Amortization Depletion Income Statement,456000000.0,505000000.0,567000000.0,650000000.0,
Depreciation And Amortization In Income Statement,456000000.0,505000000.0,567000000.0,650000000.0,
Amortization,226000000.0,263000000.0,312000000.0,369000000.0,
Amortization Of Intangibles Income Statement,226000000.0,263000000.0,312000000.0,369000000.0,
Depreciation Income Statement,230000000.0,242000000.0,255000000.0,281000000.0,
Gross Profit,4428000000.0,4139000000.0,3801000000.0,3745000000.0,
Cost Of Revenue,5502000000.0,5344000000.0,5065000000.0,5253000000.0,
Total Revenue,9930000000.0,9483000000.0,8866000000.0,8998000000.0,
Operating Revenue,9321000000.0,8904000000.0,8326000000.0,8441000000.0,
