,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,-35400000.0,-132741000.0,-195040000.0
Tax Rate For Calcs,0.158,0.2,0.147,0.184
Total Unusual Items,0.0,-177000000.0,-903000000.0,-1060000000.0
Total Unusual Items Excluding Goodwill,0.0,-177000000.0,-903000000.0,-1060000000.0
Net Income From Continuing Operation Net Minority Interest,2727000000.0,2488000000.0,-1647000000.0,8868000000.0
Reconciled Depreciation,383000000.0,-70000000.0,117000000.0,206000000.0
Normalized Income,2727000000.0,2629600000.0,-876741000.0,9732960000.0
Net Income From Continuing And Discontinued Operation,2727000000.0,2488000000.0,-1647000000.0,8868000000.0
Total Expenses,67436000000.0,51193000000.0,58852000000.0,60314000000.0
Diluted Average Shares,359300000.0,364600000.0,374700000.0,390100000.0
Basic Average Shares,357500000.0,363500000.0,372300000.0,387200000.0
Diluted EPS,7.5,6.74,-4.491002,19.51
Basic EPS,7.538462,6.764787,-4.491002,19.948347
Diluted NI Availto Com Stockholders,2695000000.0,2459000000.0,-1672000000.0,8737000000.0
Average Dilution Earnings,0.0,0.0,0.0,1000000.0
Net Income Common Stockholders,2695000000.0,2459000000.0,-1672000000.0,8736000000.0
Otherunder Preferred Stock Dividend,32000000.0,29000000.0,25000000.0,132000000.0
Net Income,2727000000.0,2488000000.0,-1647000000.0,8868000000.0
Minority Interests,-119000000.0,-20000000.0,28000000.0,-70000000.0
Net Income Including Noncontrolling Interests,2846000000.0,2508000000.0,-1675000000.0,8938000000.0
Net Income Continuous Operations,2846000000.0,2508000000.0,-1675000000.0,8938000000.0
Earnings From Equity Interest Net Of Tax,144000000.0,49000000.0,-62000000.0,98000000.0
Tax Provision,507000000.0,613000000.0,-279000000.0,1995000000.0
Pretax Income,3209000000.0,3072000000.0,-1892000000.0,10835000000.0
Other Income Expense,3037000000.0,4065000000.0,608000000.0,2964000000.0
Special Income Charges,0.0,-177000000.0,-903000000.0,-1060000000.0
Impairment Of Capital Assets,0.0,177000000.0,903000000.0,1060000000.0
Other Operating Expenses,240000000.0,286000000.0,79000000.0,-98000000.0
Selling General And Administration,13342000000.0,12951000000.0,12576000000.0,13609000000.0
General And Administrative Expense,13342000000.0,12951000000.0,12576000000.0,13609000000.0
Other Gand A,13342000000.0,12951000000.0,12576000000.0,13609000000.0
Total Revenue,70645000000.0,54265000000.0,56960000000.0,71149000000.0
Operating Revenue,70645000000.0,54265000000.0,56960000000.0,71149000000.0
Loss Adjustment Expense,47082000000.0,31268000000.0,41470000000.0,37956000000.0
Net Policyholder Benefits And Claims,47082000000.0,31268000000.0,41470000000.0,37956000000.0
Policyholder Benefits Gross,51428000000.0,39509000000.0,44635000000.0,41286000000.0
Policyholder Benefits Ceded,4346000000.0,8241000000.0,3165000000.0,3330000000.0
