,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-720000.0,-6860000.0,0.0,-1245000.0
Tax Rate For Calcs,0.24,0.245,0.249,0.249
Normalized EBITDA,6985000000.0,6655000000.0,5464000000.0,4258000000.0
Total Unusual Items,-3000000.0,-28000000.0,0.0,-5000000.0
Total Unusual Items Excluding Goodwill,-3000000.0,-28000000.0,0.0,-5000000.0
Net Income From Continuing Operation Net Minority Interest,2575000000.0,2424000000.0,2105000000.0,1386000000.0
Reconciled Depreciation,2903000000.0,2781000000.0,2217000000.0,1983000000.0
Reconciled Cost Of Revenue,6729000000.0,6169000000.0,4793000000.0,4252000000.0
EBITDA,6982000000.0,6627000000.0,5464000000.0,4253000000.0
EBIT,4079000000.0,3846000000.0,3247000000.0,2270000000.0
Net Interest Income,-691000000.0,-635000000.0,-445000000.0,-424000000.0
Interest Expense,691000000.0,635000000.0,445000000.0,424000000.0
Normalized Income,2577280000.0,2445140000.0,2105000000.0,1389755000.0
Net Income From Continuing And Discontinued Operation,2575000000.0,2424000000.0,2105000000.0,1386000000.0
Total Expenses,11277000000.0,10477000000.0,8410000000.0,7434000000.0
Total Operating Income As Reported,4065000000.0,3827000000.0,3232000000.0,2277000000.0
Diluted Average Shares,66567000.0,68710000.0,71000000.0,72800000.0
Basic Average Shares,66345000.0,68470000.0,70700000.0,72400000.0
Diluted EPS,38.69,35.28,29.65,19.04
Basic EPS,38.82,35.4,29.773692,19.143646
Diluted NI Availto Com Stockholders,2575000000.0,2424000000.0,2105000000.0,1386000000.0
Net Income Common Stockholders,2575000000.0,2424000000.0,2105000000.0,1386000000.0
Net Income,2575000000.0,2424000000.0,2105000000.0,1386000000.0
Net Income Including Noncontrolling Interests,2575000000.0,2424000000.0,2105000000.0,1386000000.0
Net Income Continuous Operations,2575000000.0,2424000000.0,2105000000.0,1386000000.0
Tax Provision,813000000.0,787000000.0,697000000.0,460000000.0
Pretax Income,3388000000.0,3211000000.0,2802000000.0,1846000000.0
Other Income Expense,11000000.0,-9000000.0,15000000.0,-12000000.0
Other Non Operating Income Expenses,14000000.0,19000000.0,15000000.0,-7000000.0
Special Income Charges,-3000000.0,-28000000.0,0.0,-5000000.0
Restructuring And Mergern Acquisition,3000000.0,28000000.0,0.0,5000000.0
Net Non Operating Interest Income Expense,-691000000.0,-635000000.0,-445000000.0,-424000000.0
Interest Expense Non Operating,691000000.0,635000000.0,445000000.0,424000000.0
Operating Income,4068000000.0,3855000000.0,3232000000.0,2282000000.0
Operating Expense,2082000000.0,1958000000.0,1764000000.0,1571000000.0
Depreciation Amortization Depletion Income Statement,437000000.0,431000000.0,364000000.0,372000000.0
Depreciation And Amortization In Income Statement,437000000.0,431000000.0,364000000.0,372000000.0
Selling General And Administration,1645000000.0,1527000000.0,1400000000.0,1199000000.0
Gross Profit,6150000000.0,5813000000.0,4996000000.0,3853000000.0
Cost Of Revenue,9195000000.0,8519000000.0,6646000000.0,5863000000.0
Total Revenue,15345000000.0,14332000000.0,11642000000.0,9716000000.0
Operating Revenue,15345000000.0,14332000000.0,11642000000.0,9716000000.0
