,2024-10-31,2023-10-31,2022-10-31,2021-10-31
Tax Effect Of Unusual Items,4050486.0,-3768780.0,-824472.559749,-1715543.758395
Tax Rate For Calcs,0.066,0.069,0.126317,0.061023
Normalized EBITDA,1782713000.0,1608388000.0,1340082000.0,1040668000.0
Total Unusual Items,61371000.0,-54620000.0,-6527000.0,-28113000.0
Total Unusual Items Excluding Goodwill,61371000.0,-54620000.0,-6527000.0,-28113000.0
Net Income From Continuing Operation Net Minority Interest,1441710000.0,1227045000.0,970225000.0,757516000.0
Reconciled Depreciation,295065000.0,247120000.0,228405000.0,203676000.0
Reconciled Cost Of Revenue,966462000.0,793018000.0,681245000.0,692020000.0
EBITDA,1844084000.0,1553768000.0,1333555000.0,1012555000.0
EBIT,1549019000.0,1306648000.0,1105150000.0,808879000.0
Net Interest Income,117302000.0,55692000.0,-60669000.0,70680000.0
Interest Expense,35161000.0,1178000.0,1698000.0,3365000.0
Interest Income,152463000.0,56870000.0,-58971000.0,74045000.0
Normalized Income,1384389486.0,1277896220.0,975927527.440251,783913456.241605
Net Income From Continuing And Discontinued Operation,2263380000.0,1229888000.0,984594000.0,757516000.0
Total Expenses,4771725000.0,3991684000.0,3455779000.0,3435998000.0
Total Operating Income As Reported,1355711000.0,1273239000.0,1148714000.0,734790000.0
Diluted Average Shares,155944000.0,155195000.0,156485000.0,157340000.0
Basic Average Shares,153138000.0,152146000.0,153002000.0,152698000.0
Diluted EPS,14.51,7.92,6.29,4.81
Basic EPS,14.78,8.08,6.44,4.96
Diluted NI Availto Com Stockholders,2263380000.0,1229888000.0,984594000.0,757516000.0
Net Income Common Stockholders,2263380000.0,1229888000.0,984594000.0,757516000.0
Net Income,2263380000.0,1229888000.0,984594000.0,757516000.0
Minority Interests,27570000.0,11763000.0,6158000.0,1157000.0
Net Income Including Noncontrolling Interests,2235810000.0,1218125000.0,978436000.0,756359000.0
Net Income Discontinuous Operations,821670000.0,2843000.0,14369000.0,
Net Income Continuous Operations,1414140000.0,1215282000.0,964067000.0,756359000.0
Tax Provision,99718000.0,90188000.0,139385000.0,49155000.0
Pretax Income,1513858000.0,1305470000.0,1103452000.0,805514000.0
Other Income Expense,40845000.0,-76552000.0,4186000.0,-33361000.0
Other Non Operating Income Expenses,-20526000.0,-21932000.0,10713000.0,-5248000.0
Special Income Charges,55077000.0,-53091000.0,-11221000.0,-33405000.0
Gain On Sale Of Business,55077000.0,0.0,0.0,
Restructuring And Mergern Acquisition,0.0,53091000.0,11221000.0,33405000.0
Gain On Sale Of Security,6294000.0,-1529000.0,4694000.0,5292000.0
Net Non Operating Interest Income Expense,117302000.0,55692000.0,-60669000.0,70680000.0
Interest Expense Non Operating,35161000.0,1178000.0,1698000.0,3365000.0
Interest Income Non Operating,152463000.0,56870000.0,-58971000.0,74045000.0
Operating Income,1355711000.0,1326330000.0,1159935000.0,768195000.0
Operating Expense,3526436000.0,2960841000.0,2557766000.0,2574221000.0
Depreciation Amortization Depletion Income Statement,16238000.0,9295000.0,11637000.0,33919000.0
Depreciation And Amortization In Income Statement,16238000.0,9295000.0,11637000.0,33919000.0
Amortization,16238000.0,9295000.0,11637000.0,33919000.0
Amortization Of Intangibles Income Statement,16238000.0,9295000.0,11637000.0,33919000.0
Research And Development,2082360000.0,1849935000.0,1589846000.0,1504823000.0
Selling General And Administration,1427838000.0,1101611000.0,956283000.0,1035479000.0
Selling And Marketing Expense,859342000.0,724934000.0,642729000.0,712491000.0
General And Administrative Expense,568496000.0,376677000.0,313554000.0,322988000.0
Other Gand A,568496000.0,376677000.0,313554000.0,322988000.0
Gross Profit,4882147000.0,4287171000.0,3717701000.0,3342416000.0
Cost Of Revenue,1245289000.0,1030843000.0,898013000.0,861777000.0
Total Revenue,6127436000.0,5318014000.0,4615714000.0,4204193000.0
Operating Revenue,6127436000.0,5318014000.0,4615714000.0,4204193000.0
