,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-3910200.0,-18648000.0,-4760447.51563,13357385.428907
Tax Rate For Calcs,0.098,0.111,0.128661,0.116863
Normalized EBITDA,1763000000.0,1702900000.0,1715300000.0,1740900000.0
Total Unusual Items,-39900000.0,-168000000.0,-37000000.0,114300000.0
Total Unusual Items Excluding Goodwill,-39900000.0,-168000000.0,-37000000.0,114300000.0
Net Income From Continuing Operation Net Minority Interest,1400900000.0,1223000000.0,1324000000.0,1503100000.0
Reconciled Depreciation,155200000.0,144900000.0,139600000.0,134800000.0
Reconciled Cost Of Revenue,1117500000.0,978400000.0,723700000.0,1248900000.0
EBITDA,1723100000.0,1534900000.0,1678300000.0,1855200000.0
EBIT,1567900000.0,1390000000.0,1538700000.0,1720400000.0
Net Interest Income,100500000.0,49600000.0,16300000.0,-1000000.0
Interest Expense,19800000.0,17600000.0,19200000.0,18400000.0
Interest Income,120300000.0,67200000.0,35500000.0,17400000.0
Normalized Income,1436889800.0,1372352000.0,1356239552.48437,1402157385.428907
Net Income From Continuing And Discontinued Operation,4174600000.0,1402400000.0,1521900000.0,1503100000.0
Total Expenses,3959400000.0,3523800000.0,2924900000.0,3645700000.0
Total Operating Income As Reported,1378700000.0,1308900000.0,1498400000.0,1690300000.0
Diluted Average Shares,599300000.0,609400000.0,624200000.0,631200000.0
Basic Average Shares,597700000.0,606700000.0,619000000.0,623300000.0
Diluted EPS,6.97,2.3,2.44,2.38
Basic EPS,6.98,2.31,2.46,2.41
Diluted NI Availto Com Stockholders,4174600000.0,1402400000.0,1521900000.0,1503100000.0
Net Income Common Stockholders,4174600000.0,1402400000.0,1521900000.0,1503100000.0
Net Income,4174600000.0,1402400000.0,1521900000.0,1503100000.0
Minority Interests,4900000.0,3000000.0,0.0,0.0
Net Income Including Noncontrolling Interests,4169700000.0,1399400000.0,1521900000.0,1503100000.0
Net Income Discontinuous Operations,2773700000.0,179400000.0,197900000.0,
Net Income Continuous Operations,1396000000.0,1220000000.0,1324000000.0,1503100000.0
Tax Provision,152100000.0,152400000.0,195500000.0,198900000.0
Pretax Income,1548100000.0,1372400000.0,1519500000.0,1702000000.0
Other Income Expense,-32500000.0,-163400000.0,-35900000.0,116200000.0
Other Non Operating Income Expenses,7400000.0,4600000.0,1100000.0,1900000.0
Special Income Charges,-101400000.0,-177300000.0,-36900000.0,103500000.0
Gain On Sale Of Business,,-17200000.0,-60700000.0,0.0
Other Special Charges,40400000.0,203500000.0,12000000.0,20600000.0
Restructuring And Mergern Acquisition,61000000.0,-26200000.0,24900000.0,-124100000.0
Gain On Sale Of Security,61500000.0,9300000.0,-100000.0,10800000.0
Net Non Operating Interest Income Expense,100500000.0,49600000.0,16300000.0,-1000000.0
Interest Expense Non Operating,19800000.0,17600000.0,19200000.0,18400000.0
Interest Income Non Operating,120300000.0,67200000.0,35500000.0,17400000.0
Operating Income,1480100000.0,1486200000.0,1539100000.0,1586800000.0
Operating Expense,2841900000.0,2545400000.0,2201200000.0,2396800000.0
Other Operating Expenses,-300000.0,,,
Research And Development,1053000000.0,962900000.0,843600000.0,903100000.0
Selling General And Administration,1789200000.0,1582500000.0,1357600000.0,1493700000.0
General And Administrative Expense,,1823400000.0,1566500000.0,1494000000.0
Other Gand A,,1824600000.0,1567600000.0,1493700000.0
Salaries And Wages,,-1200000.0,-1100000.0,300000.0
Gross Profit,4322000000.0,4031600000.0,3740300000.0,3983600000.0
Cost Of Revenue,1117500000.0,978400000.0,723700000.0,1248900000.0
Total Revenue,5439500000.0,5010000000.0,4464000000.0,5232500000.0
Operating Revenue,5439500000.0,5010000000.0,4464000000.0,5232500000.0
