,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,43548479.632817,30593325.66168,42112000.0,19552000.0,
Tax Rate For Calcs,0.185313,0.114154,0.188,0.104,
Normalized EBITDA,13003000000.0,11509000000.0,10085000000.0,8198000000.0,
Total Unusual Items,235000000.0,268000000.0,224000000.0,188000000.0,
Total Unusual Items Excluding Goodwill,235000000.0,268000000.0,224000000.0,188000000.0,
Net Income From Continuing Operation Net Minority Interest,4401000000.0,3976000000.0,3535000000.0,2408000000.0,
Reconciled Depreciation,5266000000.0,4986000000.0,4064000000.0,3973000000.0,
Reconciled Cost Of Revenue,12871000000.0,13084000000.0,18251000000.0,12458000000.0,
EBITDA,13238000000.0,11777000000.0,10309000000.0,8386000000.0,
EBIT,7972000000.0,6791000000.0,6245000000.0,4413000000.0,
Net Interest Income,-2743000000.0,-2446000000.0,-2022000000.0,-1837000000.0,
Interest Expense,2743000000.0,2446000000.0,2022000000.0,1837000000.0,
Normalized Income,4209548479.632817,3738593325.66168,3353112000.0,2239552000.0,
Net Income From Continuing And Discontinued Operation,4401000000.0,3976000000.0,3535000000.0,2408000000.0,
Total Expenses,19656000000.0,19427000000.0,23909000000.0,19413000000.0,
Total Operating Income As Reported,7068000000.0,5826000000.0,5370000000.0,3698000000.0,
Diluted Average Shares,,1098000000.0,1080981595.0,1061000000.0,1058000000.0
Basic Average Shares,,1092000000.0,1075000000.0,1061000000.0,1058000000.0
Diluted EPS,,3.62,3.26,2.26,2.95
Basic EPS,,3.64,3.28,2.26,2.95
Diluted NI Availto Com Stockholders,4401000000.0,3976000000.0,3524000000.0,2393000000.0,
Net Income Common Stockholders,4401000000.0,3976000000.0,3524000000.0,2393000000.0,
Preferred Stock Dividends,,,11000000.0,15000000.0,15000000.0
Net Income,4401000000.0,3976000000.0,3535000000.0,2408000000.0,
Minority Interests,141000000.0,127000000.0,107000000.0,99000000.0,
Net Income Including Noncontrolling Interests,4260000000.0,3849000000.0,3428000000.0,2309000000.0,
Net Income Continuous Operations,4260000000.0,3849000000.0,3428000000.0,2309000000.0,
Tax Provision,969000000.0,496000000.0,795000000.0,267000000.0,
Pretax Income,5229000000.0,4345000000.0,4223000000.0,2576000000.0,
Other Income Expense,904000000.0,965000000.0,875000000.0,713000000.0,
Other Non Operating Income Expenses,530000000.0,553000000.0,500000000.0,449000000.0,
Special Income Charges,235000000.0,268000000.0,224000000.0,188000000.0,
Gain On Sale Of Business,,,57000000.0,186000000.0,65000000.0
Other Special Charges,-235000000.0,-268000000.0,-224000000.0,-190000000.0,
Write Off,,0.0,251000000.0,2000000.0,0.0
Impairment Of Capital Assets,,,0.0,7000000.0,206000000.0
Earnings From Equity Interest,139000000.0,144000000.0,151000000.0,76000000.0,
Net Non Operating Interest Income Expense,-2743000000.0,-2446000000.0,-2022000000.0,-1837000000.0,
Interest Expense Non Operating,2743000000.0,2446000000.0,2022000000.0,1837000000.0,
Operating Income,7068000000.0,5826000000.0,5370000000.0,3700000000.0,
Operating Expense,6274000000.0,5882000000.0,5257000000.0,6547000000.0,
Other Operating Expenses,-21000000.0,-68000000.0,183000000.0,1692000000.0,
Other Taxes,1540000000.0,1425000000.0,1411000000.0,1290000000.0,
Depreciation Amortization Depletion Income Statement,4755000000.0,4525000000.0,3663000000.0,3565000000.0,
Depreciation And Amortization In Income Statement,4755000000.0,4525000000.0,3663000000.0,3565000000.0,
Gross Profit,13342000000.0,11708000000.0,10627000000.0,10247000000.0,
Cost Of Revenue,13382000000.0,13545000000.0,18652000000.0,12866000000.0,
Total Revenue,26724000000.0,25253000000.0,29279000000.0,23113000000.0,
Operating Revenue,25573000000.0,24304000000.0,28547000000.0,22405000000.0,
