Attribute,Value
Symbol,ERIE
Name,Erie Indemnity Company
Industry,Insurance Brokers
Sector,Financial Services
Country,United States
Market Cap,19553286144
Description,"Erie Indemnity Company operates as a managing attorney-in-fact for the subscribers at the Erie Insurance Exchange in the United States. It provides issuance and renewal services; sales related services, including agent compensation, and sales and advertising support services; underwriting services comprise underwriting and policy processing; and other services consist of customer services and administrative support services, as well as information technology services. The company was incorporated in 1925 and is based in Erie, Pennsylvania."
Website,https://www.erieinsurance.com
Full Time Employees,6715
Currency,USD
Previous Close,368.06
Open,369.71
Bid,372.08
Ask,375.31
Day's Range,366.4664 - 374.21
52 Week Range,344.49 - 547.0
Volume,118259
Avg. Volume,146592
Market Cap (intraday),19553286144
Beta (5Y Monthly),0.369
PE Ratio (TTM),31.85179
EPS (TTM),11.74
Earnings Date,1745525703
Forward Dividend & Yield,5.46 (1.46)
Ex-Dividend Date,1751932800
1y Target Est,
