Attribute,Value
Symbol,PSX
Name,Phillips 66
Industry,Oil & Gas Refining & Marketing
Sector,Energy
Country,United States
Market Cap,51227054080
Description,"Phillips 66 operates as an energy manufacturing and logistics company in the United States, the United Kingdom, Germany, and internationally. It operates through five segments: Midstream, Chemicals, Refining, Marketing and Specialties (M&S), and Renewable Fuels. The Midstream segment transports crude oil and other feedstocks; delivers refined petroleum products to market; provides terminaling and storage services for crude oil and refined petroleum products; gathers, processes, transports, and markets natural gas; transports, fractionates, markets, and exports natural gas liquids. The Chemicals segment produces and markets ethylene and other olefin products; aromatics and styrenics products, such as benzene, cyclohexane, styrene, and polystyrene; and various specialty chemical products, including organosulfur chemicals, solvents, catalysts, and chemicals used in drilling and mining. The Refining segment refines crude oil and other feedstocks into petroleum products, such as gasolines, distillates, and aviation fuels. The M&S segment purchases for resale and markets refined petroleum products, including gasolines, distillates, and aviation fuels. This segment also manufactures and markets specialty products, such as automotive, commercial, industrial, and specialty lubricants, as well as base oils. The Renewable Fuels segment processes renewable feedstocks into renewable products. This segment also procures renewable feedstocks, manage certain regulatory credits, and market renewable diesel, renewable jet fuel and other renewable fuels. The company markets its products through Phillips 66, Conoco and 76, JET, Kendall, Red Line, and other private label brands. Phillips 66 was founded in 1875 and is headquartered in Houston, Texas."
Website,https://www.phillips66.com
Full Time Employees,13200
Currency,USD
Previous Close,124.77
Open,125.34
Bid,125.52
Ask,125.59
Day's Range,123.06 - 125.82
52 Week Range,91.01 - 150.12
Volume,3236604
Avg. Volume,3724373
Market Cap (intraday),51227054080
Beta (5Y Monthly),0.988
PE Ratio (TTM),28.317568
EPS (TTM),4.44
Earnings Date,1745578800
Forward Dividend & Yield,4.8 (3.82)
Ex-Dividend Date,1747612800
1y Target Est,130.316
