Attribute,Value
Symbol,SYF
Name,Synchrony Financial
Industry,Credit Services
Sector,Financial Services
Country,United States
Market Cap,23143944192
Description,"Synchrony Financial, together with its subsidiaries, operates as a consumer financial services company in the United States. It provides credit products, such as credit cards, commercial credit products, and consumer installment loans. The company also offers private label credit cards, dual and general purpose co-branded cards, short- and long-term installment loans, and consumer banking products; and deposit products, including certificates of deposit, individual retirement accounts, money market accounts, savings accounts, and sweep and affinity deposits, as well as accepts deposits through third-party securities brokerage firms. In addition, it provides debt cancellation products to its credit card customers through online and mobile channels; and healthcare payments and financing solutions under the CareCredit and Walgreens brands; payments and financing solutions in the apparel, specialty retail, outdoor, music, and luxury industries, such as American Eagle, Dick's Sporting Goods, Guitar Center, Kawasaki, Pandora, Polaris, Suzuki, and Sweetwater. The company offers its credit products through programs established with a group of national and regional retailers, local merchants, manufacturers, buying groups, industry associations, and healthcare service providers; and deposit products through various channels, such as digital and print. It serves digital, health and wellness, retail, home, auto, telecommunications, pet, outdoor, and other industries. The company was founded in 1932 and is headquartered in Stamford, Connecticut."
Website,https://www.synchrony.com
Full Time Employees,20000
Currency,USD
Previous Close,60.49
Open,60.58
Bid,58.65
Ask,60.89
Day's Range,60.28 - 61.35
52 Week Range,40.545 - 70.93
Volume,4101546
Avg. Volume,4994306
Market Cap (intraday),23143944192
Beta (5Y Monthly),1.415
PE Ratio (TTM),8.328767
EPS (TTM),7.3
Earnings Date,1745316006
Forward Dividend & Yield,1.2 (1.97)
Ex-Dividend Date,1746403200
1y Target Est,62.90476
