Attribute,Value
Symbol,COO
Name,"The Cooper Companies, Inc."
Industry,Medical Instruments & Supplies
Sector,Healthcare
Country,United States
Market Cap,16580433920
Description,"The Cooper Companies, Inc., together with its subsidiaries, develops, manufactures, and markets contact lens wearers. The company operates in two segments, CooperVision and CooperSurgical. The CooperVision segment provides toric and multifocal lenses comprising lenses correcting vision challenges, such as astigmatism, presbyopia, and myopia; and spherical lense, including lenses that correct near and farsightedness in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The CooperSurgical segment focuses on family and women's health care, which provides fertility products and services, medical devices, and contraception, as well as cryostorage, such as cord blood and cord tissue storage to health care professionals and patients worldwide. It offers surgical and office products, including paragard contraceptive intrauterine devices; and fertility consumables and equipment, donor gamete services, and genomic services, including genetic testing. The company sells its products to distributors, group purchasing organizations, eye care and health care professionals, including independent practices, corporate retailers, hospitals and clinics, and authorized resellers. The Cooper Companies, Inc. was founded in 1958 and is headquartered in San Ramon, California."
Website,https://www.coopercos.com
Full Time Employees,16000
Currency,USD
Previous Close,81.45
Open,81.12
Bid,75.92
Ask,87.87
Day's Range,80.8 - 82.97
52 Week Range,69.81 - 112.38
Volume,1478650
Avg. Volume,2132088
Market Cap (intraday),16580433920
Beta (5Y Monthly),1.082
PE Ratio (TTM),40.057972
EPS (TTM),2.07
Earnings Date,1748549700
Forward Dividend & Yield,
Ex-Dividend Date,1690329600
1y Target Est,105.55429
