Attribute,Value
Symbol,TROW
Name,"T. Rowe Price Group, Inc."
Industry,Asset Management
Sector,Financial Services
Country,United States
Market Cap,21604186112
Description,"T. Rowe Price Group, Inc. is a publicly owned investment manager. The firm provides its services to individuals, institutional investors, retirement plans, financial intermediaries, and institutions. It launches and manages equity and fixed income mutual funds. The firm invests in the public equity and fixed income markets across the globe. It employs fundamental and quantitative analysis with a bottom-up approach. The firm utilizes in-house and external research to make its investments. It employs socially responsible investing with a focus on environmental, social, and governance issues. It makes investment in late-stage venture capital transactions and usually invests between $3 million and $5 million. The firm was previously known as T. Rowe Group, Inc. and T. Rowe Price Associates, Inc. T. Rowe Price Group, Inc. was founded in 1937 and is based in Baltimore, Maryland, with additional offices in Colorado Springs, Colorado; Owings Mills, Maryland; San Francisco, California; New York, New York; Philadelphia, Pennsylvania; Tampa, Florida; Toronto, Ontario; Hellerup, Denmark; Amsterdam, The Netherlands; Luxembourg, Grand Duchy of Luxembourg; Zurich, Switzerland; Dubai, United Arab Emirates; London, United Kingdom; Sydney, New South Wales; Hong Kong; Tokyo, Japan; Singapore; Frankfurt, Shanghai, China; Germany, Madrid, Spain, Milan, Italy, Stockholm, Sweden, Melbourne, Australia, Amsterdam, Netherlands and Washington, DC."
Website,https://www.troweprice.com
Full Time Employees,8084
Currency,USD
Previous Close,97.65
Open,97.9
Bid,93.17
Ask,103.83
Day's Range,97.12 - 98.2
52 Week Range,77.85 - 125.81
Volume,1489106
Avg. Volume,2207550
Market Cap (intraday),21604186112
Beta (5Y Monthly),1.519
PE Ratio (TTM),11.130532
EPS (TTM),8.81
Earnings Date,1746183600
Forward Dividend & Yield,5.08 (5.18)
Ex-Dividend Date,1749772800
1y Target Est,94.53846
