Attribute,Value
Symbol,EW
Name,Edwards Lifesciences Corporatio
Industry,Medical Devices
Sector,Healthcare
Country,United States
Market Cap,45754798080
Description,"Edwards Lifesciences Corporation provides products and technologies to treat advanced cardiovascular diseases in the United States, Europe, Japan, and internationally. The company offers transcatheter heart valve replacement products for minimally invasive replacement of aortic heart valves under the Edwards SAPIEN family of valves system; and transcatheter heart valve repair and replacement products to treat mitral and tricuspid valve diseases under the PASCAL PRECISION and Cardioband brands. It also provides surgical structural heart solutions, such as aortic surgical valve under the INSPIRIS brand name; INSPIRIS RESILIA aortic valve, which offers RESILIA tissue and VFit technology; KONECT RESILIA, a pre-assembled tissue valve conduit for complex combined procedures; and MITRIS RESILIA valve. The company distributes its products through a direct sales force and independent distributors. Edwards Lifesciences Corporation was founded in 1958 and is headquartered in Irvine, California."
Website,https://www.edwards.com
Full Time Employees,15800
Currency,USD
Previous Close,76.88
Open,76.855
Bid,77.83
Ask,77.84
Day's Range,76.8812 - 78.28
52 Week Range,58.93 - 95.25
Volume,4956186
Avg. Volume,4743301
Market Cap (intraday),45754798080
Beta (5Y Monthly),1.125
PE Ratio (TTM),32.231403
EPS (TTM),2.42
Earnings Date,1745439300
Forward Dividend & Yield,
Ex-Dividend Date,
1y Target Est,80.399
