Attribute,Value
Symbol,MSCI
Name,MSCI Inc.
Industry,Financial Data & Stock Exchanges
Sector,Financial Services
Country,United States
Market Cap,44273520640
Description,"MSCI Inc., together with its subsidiaries, provides critical decision support tools and solutions for the investment community to manage investment processes worldwide. The Index segment provides indexes for use in various areas of the investment process, including indexed financial product, such as ETFs, mutual funds, annuities, futures, options, structured products, and over-the-counter derivatives; performance benchmarking; portfolio construction and rebalancing; and asset allocation, as well as licenses GICS and GICS Direct. The Analytics segment offers risk management, performance attribution and portfolio management content, application, an integrated view of risk and return service, and an analysis of market, credit, liquidity, counterparty, and climate risk across asset classes; managed services, including consolidation of client portfolio data, review and reconciliation of input data and results, and customized reporting; and HedgePlatform to measure, evaluate, and monitor the risk of hedge fund investments. The ESG and Climate segment provides products and services that help institutional investors understand how ESG impacts the long-term risk and return of their portfolio and individual security-level investments; and data, ratings, research, and tools to help investors navigate increasing regulation. The All Other  Private Assets segment comprising real estate and infrastructure data, benchmarks, return-analytics, climate assessments and market insights; business intelligence to real estate owners, managers, developers, and brokers; and offers investment decision support tools for private capital. The Private Capital Solutions segment offers tools to help private asset investors across mission-critical workflows, such as sourcing terms and conditions, evaluating operating performance, managing risk and other activities supporting private capital investing. MSCI Inc. was incorporated in 1998 and is headquartered in New York, New York."
Website,https://www.msci.com
Full Time Employees,6184
Currency,USD
Previous Close,573.61
Open,574.71
Bid,546.25
Ask,573.0
Day's Range,568.11 - 578.43
52 Week Range,475.32 - 642.45
Volume,786842
Avg. Volume,586200
Market Cap (intraday),44273520640
Beta (5Y Monthly),1.329
PE Ratio (TTM),39.381966
EPS (TTM),14.53
Earnings Date,1745318700
Forward Dividend & Yield,7.2 (1.26)
Ex-Dividend Date,1747353600
1y Target Est,614.5333
