Attribute,Value
Symbol,JBHT
Name,"J.B. Hunt Transport Services, I"
Industry,Integrated Freight & Logistics
Sector,Industrials
Country,United States
Market Cap,14685760512
Description,"J.B. Hunt Transport Services, Inc. provides surface transportation, delivery, and logistic services in the United States. It operates through five segments: Intermodal (JBI), Dedicated Contract Services (DCS), Integrated Capacity Solutions (ICS), Final Mile Services (FMS), and Truckload (JBT). The JBI segment offers intermodal freight solutions. It operates 122,272 pieces of company-owned trailing equipment; owns and maintains its chassis fleet of 103,850 units; and manages a fleet of 6,153 company-owned tractors, 349 independent contractor trucks, and 8,117 company drivers. The DCS segment designs, develops, and executes supply chain solutions that support various transportation networks. As of December 31, 2024, it operated 12,048 company-owned trucks, 598 customer-owned trucks, and a contractor trucks. The company operates 27,149 owned pieces of trailing equipment and 4,897 customer-owned trailers. The ICS segment provides freight brokerage and transportation logistics solutions; flatbed, refrigerated, expedited, and less-than-truckload, as well as dry-van and intermodal solutions; online multimodal marketplace; and logistics management for customers to outsource their transportation functions. The FMS segment offers delivery services through 1,166 company-owned trucks, 206 customer-owned trucks, and 36 independent contractor trucks; and 1,123 owned pieces of trailing equipment and 104 customer-owned trailers. The JBT segment provides dry-van freight services by utilizing tractors and trailers operating over roads and highways through two company-owned tractors and 12,895 company-owned trailers. It transports or arranges for the transportation of freight, such as general merchandise, specialty consumer items, appliances, forest and paper products, food and beverages, building materials, soaps and cosmetics, automotive parts, agricultural products, electronics, and chemicals. The company was incorporated in 1961 and is headquartered in Lowell, Arkansas."
Website,https://www.jbhunt.com
Full Time Employees,33646
Currency,USD
Previous Close,147.86
Open,147.54
Bid,147.87
Ask,159.34
Day's Range,146.7776 - 148.7125
52 Week Range,122.79 - 200.4
Volume,849209
Avg. Volume,1318379
Market Cap (intraday),14685760512
Beta (5Y Monthly),1.333
PE Ratio (TTM),26.869328
EPS (TTM),5.51
Earnings Date,1744747500
Forward Dividend & Yield,1.76 (1.19)
Ex-Dividend Date,1746748800
1y Target Est,152.08833
