Attribute,Value
Symbol,UHS
Name,"Universal Health Services, Inc."
Industry,Medical Care Facilities
Sector,Healthcare
Country,United States
Market Cap,12755333120
Description,"Universal Health Services, Inc., through its subsidiaries, owns and operates acute care hospitals, and outpatient and behavioral health care facilities. It operates through Acute Care Hospital Services and Behavioral Health Care Services segments. The company's hospitals offer general and specialty surgery, internal medicine, obstetrics, emergency room care, radiology, oncology, diagnostic and coronary care, pediatric, pharmacy, and/or behavioral health services. It also provides commercial health insurance services; and various management services, including central purchasing, information services, finance and control systems, facilities planning, physician recruitment, administrative personnel management, marketing, and public relations services. The company was founded in 1978 and is headquartered in King of Prussia, Pennsylvania."
Website,https://uhs.com
Full Time Employees,99300
Currency,USD
Previous Close,195.88
Open,196.32
Bid,193.7
Ask,197.67
Day's Range,193.7 - 198.175
52 Week Range,153.99 - 243.25
Volume,766053
Avg. Volume,967687
Market Cap (intraday),12755333120
Beta (5Y Monthly),1.297
PE Ratio (TTM),11.126475
EPS (TTM),17.79
Earnings Date,1745870400
Forward Dividend & Yield,0.8 (0.4)
Ex-Dividend Date,1748822400
1y Target Est,223.90062
