Attribute,Value
Symbol,TSN
Name,"Tyson Foods, Inc."
Industry,Farm Products
Sector,Consumer Defensive
Country,United States
Market Cap,19927728128
Description,"Tyson Foods, Inc., together with its subsidiaries, operates as a food company worldwide. It operates through four segments: Beef, Pork, Chicken, and Prepared Foods. The company processes live fed cattle and hogs; fabricates dressed beef and pork carcasses into primal and sub-primal meat cuts, as well as case ready beef and pork, and fully cooked meats; raises and processes chickens into fresh, frozen, and value-added chicken products, including breaded chicken strips, nuggets, patties, and other ready-to-fix or fully cooked chicken parts; and supplies poultry breeding stock. It also manufactures and markets frozen and refrigerated food products, including ready-to-eat sandwiches, flame-grilled hamburgers, Philly steaks, pepperoni, bacon, breakfast sausage, turkey, lunchmeat, hot dogs, flour and corn tortilla products, appetizers, snacks, prepared meals, ethnic foods, side dishes, meat dishes, breadsticks, and processed meats under the Tyson, Jimmy Dean, Hillshire Farm, Ball Park, Wright, Aidells, Gallo Salame, ibp, and State Fair brands. The company sells its products through its sales staff to grocery retailers, grocery wholesalers, meat distributors, warehouse club stores, military commissaries, industrial food processing companies, chain restaurants or their distributors, live markets, international export companies, and domestic distributors who serve restaurants and food service operations, such as plant and school cafeterias, convenience stores, hospitals, and other vendors, as well as through independent brokers and trading companies. The company was founded in 1935 and is headquartered in Springdale, Arkansas."
Website,https://www.tysonfoods.com
Full Time Employees,138000
Currency,USD
Previous Close,55.65
Open,55.6
Bid,55.94
Ask,56.27
Day's Range,55.54 - 56.1
52 Week Range,53.61 - 66.88
Volume,5591495
Avg. Volume,2910430
Market Cap (intraday),19927728128
Beta (5Y Monthly),0.619
PE Ratio (TTM),21.766537
EPS (TTM),2.57
Earnings Date,1746444601
Forward Dividend & Yield,2.0 (3.58)
Ex-Dividend Date,1748563200
1y Target Est,66.03462
