Attribute,Value
Symbol,USB
Name,U.S. Bancorp
Industry,Banks - Regional
Sector,Financial Services
Country,United States
Market Cap,69986705408
Description,"U.S. Bancorp, a financial services holding company, provides various financial services to individuals, businesses, institutional organizations, governmental entities, and other financial institutions in the United States. The company operates through Wealth, Corporate, Commercial and Institutional Banking; Consumer and Business Banking; Payment Services; and Treasury and Corporate Support segments. It offers depository services, including checking accounts, savings accounts, and time certificate contracts; and lending services, such as traditional credit products and credit card services, lease financing and import/export trade, asset-backed lending, agricultural finance, and other products. The company also provides cash management, capital markets, and trust and investment management services; and ancillary services comprising capital markets, treasury management, and receivable lock-box collection services to corporate and governmental entity customers. In addition, it offers asset management and fiduciary services for individuals, estates, foundations, business corporations, and charitable organizations; and investment and insurance products to its customers principally within its domestic markets, as well as fund administration services to mutual and other funds. Further, the company provides corporate and purchasing card, and corporate trust services; and credit card services, merchant and ATM processing, mortgage banking, insurance, brokerage and leasing services. U.S. Bancorp was founded in 1863 and is headquartered in Minneapolis, Minnesota."
Website,https://www.usbank.com
Full Time Employees,70000
Currency,USD
Previous Close,44.58
Open,44.61
Bid,44.91
Ask,44.92
Day's Range,44.295 - 44.995
52 Week Range,35.18 - 53.98
Volume,5926289
Avg. Volume,11826766
Market Cap (intraday),69986705408
Beta (5Y Monthly),0.992
PE Ratio (TTM),11.118812
EPS (TTM),4.04
Earnings Date,1752759000
Forward Dividend & Yield,2.0 (4.45)
Ex-Dividend Date,1743379200
1y Target Est,49.65217
