Attribute,Value
Symbol,HII
Name,"Huntington Ingalls Industries, "
Industry,Aerospace & Defense
Sector,Industrials
Country,United States
Market Cap,9026955264
Description,"Huntington Ingalls Industries, Inc. designs, builds, overhauls, and repairs military ships in the United States. It operates through three segments: Ingalls, Newport News, and Mission Technologies. The company is involved in the design and construction of non-nuclear ships comprising amphibious assault ships; expeditionary warfare ships; surface combatants; and national security cutters for the U.S. Navy and U.S. Coast Guard. It also provides nuclear-powered ships, such as aircraft carriers and submarines, as well as refueling and overhaul, and inactivation services of nuclear-powered aircraft carriers. In addition, the company offers naval nuclear support services, including fleet services comprising design, construction, maintenance, and disposal activities for in-service the U.S. Navy nuclear ships; and maintenance services on nuclear reactor prototypes. Further, the company provides C5ISR systems and operations; application of artificial intelligence and machine learning to battlefield decisions; defensive and offensive cyberspace strategies and electronic warfare; uncrewed autonomous systems; live, virtual, and constructive solutions; and fleet sustainment; and critical nuclear operations. Huntington Ingalls Industries, Inc. was founded in 1886 and is headquartered in Newport News, Virginia."
Website,https://www.hii.com
Full Time Employees,44000
Currency,USD
Previous Close,228.16
Open,229.01
Bid,217.8
Ask,237.0
Day's Range,227.0215 - 230.43
52 Week Range,158.88 - 285.81
Volume,308815
Avg. Volume,800415
Market Cap (intraday),9026955264
Beta (5Y Monthly),0.303
PE Ratio (TTM),16.586157
EPS (TTM),13.87
Earnings Date,1746098100
Forward Dividend & Yield,5.4 (2.35)
Ex-Dividend Date,1748563200
1y Target Est,244.0925
