Attribute,Value
Symbol,CSX
Name,CSX Corporation
Industry,Railroads
Sector,Industrials
Country,United States
Market Cap,58836185088
Description,"CSX Corporation, together with its subsidiaries, provides rail-based freight transportation services in the United States and Canada. It operates through two segments: rail and trucking. The company offers rail services; and transportation of intermodal containers and trailers, as well as other transportation services, such as rail-to-truck transfers and bulk commodity operations. It also transports chemicals, agricultural and food products, minerals, automotive, forest products, fertilizers, and metals and equipment; and coal, coke, and iron ore to electricity-generating power plants, steel manufacturers, and industrial plants, as well as exports coal to deep-water port facilities. In addition, the company provides intermodal services through a network of approximately 30 terminals transporting manufactured consumer goods in containers; and drayage services, including the pickup and delivery of intermodal shipments. It serves the automotive industry with distribution centers and storage locations, as well as connects non-rail served customers through transferring products, such as plastics and ethanol from rail to trucks. The company operates approximately 20,000 route mile rail network, which serves various population centers in 26 states east of the Mississippi River, the District of Columbia, and the Canadian provinces of Ontario and Quebec, as well as owns and leases approximately 3,500 locomotives. It serves production and distribution facilities through track connections. CSX Corporation was incorporated in 1978 and is headquartered in Jacksonville, Florida."
Website,https://www.csx.com
Full Time Employees,23400
Currency,USD
Previous Close,31.3
Open,31.28
Bid,31.29
Ask,31.36
Day's Range,31.03 - 31.4
52 Week Range,26.22 - 37.1
Volume,11313477
Avg. Volume,16005439
Market Cap (intraday),58836185088
Beta (5Y Monthly),1.22
PE Ratio (TTM),18.642857
EPS (TTM),1.68
Earnings Date,1744833600
Forward Dividend & Yield,0.52 (1.66)
Ex-Dividend Date,1748563200
1y Target Est,32.84
