Attribute,Value
Symbol,POOL
Name,Pool Corporation
Industry,Industrial Distribution
Sector,Industrials
Country,United States
Market Cap,12061292544
Description,"Pool Corporation distributes swimming pool supplies, equipment, related leisure, irrigation, and landscape maintenance products in the United States and internationally. The company offers maintenance products, including chemicals, supplies, and pool accessories; repair and replacement parts for pool equipment, such as cleaners, filters, heaters, pumps, and lights; and building materials, such as concrete, plumbing and electrical components, functional and decorative pool surfaces, decking materials, tiles, hardscapes, and natural stones for pool installations and remodeling. It also provides pool equipment and components for new pool construction and the remodeling of existing pools; irrigation and related products, such as irrigation system components, and professional turf care equipment and supplies; commercial products, including heaters, safety equipment, commercial decking equipment, and commercial pumps and filters. In addition, the company offers fiberglass pools, and hot tubs and packaged pool kits comprising walls, liners, braces, and coping for in-ground and above-ground pools; and other pool construction and recreational products which consist discretionary recreational and related outdoor living products, such as grills and components for outdoor kitchens. It serves swimming pool remodelers and builders; specialty retailers that sell swimming pool supplies; swimming pool repair and service businesses; irrigation construction and landscape maintenance contractors; and commercial pool operators and pool contractors. Pool Corporation was incorporated in 1993 and is headquartered in Covington, Louisiana."
Website,https://www.poolcorp.com
Full Time Employees,6000
Currency,USD
Previous Close,313.53
Open,320.0
Bid,295.78
Ask,343.6
Day's Range,315.0 - 321.95
52 Week Range,284.27 - 395.6
Volume,825368
Avg. Volume,510617
Market Cap (intraday),12061292544
Beta (5Y Monthly),1.197
PE Ratio (TTM),30.039326
EPS (TTM),10.68
Earnings Date,1745492400
Forward Dividend & Yield,5.0 (1.56)
Ex-Dividend Date,1747267200
1y Target Est,321.9925
