Attribute,Value
Symbol,PFE
Name,"Pfizer, Inc."
Industry,Drug Manufacturers - General
Sector,Healthcare
Country,United States
Market Cap,129796997120
Description,"Pfizer Inc. discovers, develops, manufactures, markets, distributes, and sells biopharmaceutical products in the United States and internationally. The company offers medicines and vaccines in various therapeutic areas, including cardiovascular and migraine under the Eliquis, Nurtec ODT/Vydura, Zavzpret, and the Premarin family brands; infectious diseases with unmet medical needs under the Prevnar family, Abrysvo, Nimenrix, FSME/IMMUN-TicoVac, and Trumenba brands; and COVID-19 prevention and treatment, and potential future mRNA and antiviral products under the Comirnaty and Paxlovid brands. It also provides medicines and vaccines in various therapeutic areas, such as biosimilars for chronic immune and inflammatory diseases under the Xeljanz, Enbrel, Inflectra, Litfulo, Velsipity, and Cibinqo brands; amyloidosis, hemophilia, endocrine diseases, and sickle cell disease under the Vyndaqel family, Oxbryta, BeneFIX, Somavert, Ngenla, and Genotropin brands; sterile injectable and anti-infective medicines under the Sulperazon, Medrol, Zavicefta, Zithromax, Octagam, and Panzyga brands; and biologics, small molecules, immunotherapies, and biosimilars under the Ibrance, Xtandi, Padcev, Adcetris, Inlyta, Lorbrena, Bosulif, Tukysa, Braftovi, Mektovi, Orgovyx, Elrexfio, Tivdak, and Talzenna brands. In addition, the company involved in the contract manufacturing business. It serves wholesalers, retailers, hospitals, clinics, government agencies, pharmacies, individual provider offices, retail pharmacies, and integrated delivery systems. The company has collaboration agreements with Bristol-Myers Squibb Company; Astellas Pharma US, Inc.; Merck KGaA; and BioNTech SE. Pfizer Inc. was founded in 1849 and is headquartered in New York, New York."
Website,https://www.pfizer.com
Full Time Employees,81000
Currency,USD
Previous Close,22.6
Open,22.65
Bid,22.66
Ask,22.69
Day's Range,22.45 - 22.845
52 Week Range,20.92 - 31.54
Volume,31072821
Avg. Volume,53890571
Market Cap (intraday),129796997120
Beta (5Y Monthly),0.502
PE Ratio (TTM),16.543478
EPS (TTM),1.38
Earnings Date,1745923500
Forward Dividend & Yield,1.72 (7.53)
Ex-Dividend Date,1746748800
1y Target Est,29.49696
