Attribute,Value
Symbol,VTRS
Name,Viatris Inc.
Industry,Drug Manufacturers - Specialty & Generic
Sector,Healthcare
Country,United States
Market Cap,10375331840
Description,"Viatris Inc., together with its subsidiaries, operates as a healthcare company in North America, Europe, China, Taiwan, Hong Kong, Japan, Australia, New Zealand, rest of Asia, Africa, Latin America, and the Middle East. It operates in four segments: Developed Markets, Greater China, JANZ, and Emerging Markets. The company offers prescription brand drugs, generic drugs, complex generic drugs, and biosimilars. It also provides drugs in various therapeutic areas covering various noncommunicable and infectious diseases, including cardiovascular, CNS and anesthesia, dermatology, diabetes and metabolism, eye care, gastroenterology, immunology, oncology, and respiratory and allergy, as well as support services, such as diagnostic clinics, educational seminars, and digital tools to help patients better manage their health. In addition, the company offers medicines in the form of oral solid doses, injectables, and complex dosage forms to retail and pharmacy establishments, wholesalers and distributors, payers, insurers and governments, and institutions. It distributes its products through pharmaceutical wholesalers/distributors, pharmaceutical retailers, institutional pharmacies, mail-order and e-commerce pharmacies, and specialty pharmacies. The company sells its products under the Lyrica, Lipitor, Celebrex, Viagra, Creon, Influvac, Wixela Inhub, EpiPen Auto-Injector, Fraxiparine, Yupelri, Norvasc, Amitiza, Effexor, Lipacreon, Zoloft, Xalabrands, Dymista, Xanax, and Breyna brands. It has collaboration agreements with Mapi Pharma Ltd. to develop and commercialize long-acting glatiramer acetate depot products and additional products; Revance Therapeutics, Inc. to develop, manufacture, and commercialize a biosimilar to the branded biologic product, BOTOX; and Theravance Biopharma, Inc. to develop and commercialize revefenacin. Viatris Inc. was founded in 1961 and is headquartered in Canonsburg, Pennsylvania."
Website,https://www.viatris.com
Full Time Employees,32000
Currency,USD
Previous Close,8.79
Open,8.8
Bid,8.1
Ask,9.51
Day's Range,8.74 - 8.885
52 Week Range,6.85 - 13.55
Volume,8919417
Avg. Volume,15541233
Market Cap (intraday),10375331840
Beta (5Y Monthly),0.885
PE Ratio (TTM),
EPS (TTM),-3.18
Earnings Date,1746701948
Forward Dividend & Yield,0.48 (5.43)
Ex-Dividend Date,1747958400
1y Target Est,11.74714
