Attribute,Value
Symbol,SYK
Name,Stryker Corporation
Industry,Medical Devices
Sector,Healthcare
Country,United States
Market Cap,150653255680
Description,"Stryker Corporation operates as a medical technology company. It operates through two segments, MedSurg and Neurotechnology, and Orthopaedics. The MedSurg and Neurotechnology segment offers surgical equipment, and surgical navigation systems, endoscopic and communications systems, patient handling, emergency medical equipment and intensive care disposable products, clinical communication and  artificial intelligence-assisted virtual care platform technology, minimally invasive products for the treatment of acute ischemic and hemorrhagic stroke, cranial, and maxillofacial and chest wall devices, as well as dural substitutes and sealants; traditional brain and open skull based surgical procedures products; and orthobiologic and biosurgery products, including synthetic bone grafts and vertebral augmentation products. The Orthopaedics segment provides implants for use in total joint replacements, such as hip, knee and shoulder, and trauma and extremities surgeries; thoracolumbar systems that include fixation, minimally invasive and interbody systems used in spinal injury, complex spine and degenerative therapies. The company sells its products to doctors, hospitals, and other healthcare facilities through company-owned subsidiaries and branches, as well as third-party dealers and distributors in approximately 75 countries. Stryker Corporation was founded in 1941 and is headquartered in Portage, Michigan."
Website,https://www.stryker.com
Full Time Employees,53000
Currency,USD
Previous Close,392.2
Open,393.1
Bid,386.5
Ask,400.0
Day's Range,389.6025 - 394.4404
52 Week Range,314.93 - 406.19
Volume,1110515
Avg. Volume,1647830
Market Cap (intraday),150653255680
Beta (5Y Monthly),0.937
PE Ratio (TTM),53.19973
EPS (TTM),7.41
Earnings Date,1746129900
Forward Dividend & Yield,3.36 (0.85)
Ex-Dividend Date,1751241600
1y Target Est,420.49286
