Attribute,Value
Symbol,AJG
Name,Arthur J. Gallagher & Co.
Industry,Insurance Brokers
Sector,Financial Services
Country,United States
Market Cap,87631577088
Description,"Arthur J. Gallagher & Co., together with its subsidiaries, provides insurance and reinsurance brokerage, consulting, and third-party property/casualty claims settlement and administration services to entities and individuals worldwide. It operates in Brokerage and Risk Management segments. The Brokerage segment offers retail and wholesale insurance and reinsurance brokerage services; assists retail brokers and other non-affiliated brokers in the placement of specialized and hard-to-place insurance; and acts as a brokerage wholesaler, managing general agent, and managing general underwriter for distributing specialized insurance coverages to underwriting enterprises. This segment performs activities, including marketing, underwriting, issuing policies, collecting premiums, appointing and supervising other agents, paying claims, and negotiating reinsurance; and offers services in the areas of insurance and reinsurance placement, risk of loss management, and management of employer sponsored benefit programs. The Risk Management segment provides contract claim settlement and administration services; and claims management, loss control consulting, and insurance property appraisal services. The company offers its services through a network of correspondent brokers and consultants. It serves commercial, industrial, public, religious, and nonprofit entities, as well as underwriting enterprises. The company was founded in 1927 and is headquartered in Rolling Meadows, Illinois."
Website,https://www.ajg.com
Full Time Employees,53714
Currency,USD
Previous Close,338.28
Open,339.01
Bid,320.0
Ask,343.49
Day's Range,337.8781 - 342.8467
52 Week Range,244.6 - 350.7
Volume,973145
Avg. Volume,1517579
Market Cap (intraday),87631577088
Beta (5Y Monthly),0.781
PE Ratio (TTM),52.896446
EPS (TTM),6.47
Earnings Date,1746130521
Forward Dividend & Yield,2.6 (0.76)
Ex-Dividend Date,1749168000
1y Target Est,335.87357
