Attribute,Value
Symbol,KVUE
Name,Kenvue Inc.
Industry,Household & Personal Products
Sector,Consumer Defensive
Country,United States
Market Cap,46423425024
Description,"Kenvue Inc. operates as a consumer health company in the United States, Europe, the Middle East, Africa, Asia-Pacific, and Latin America. It operates through three segments: Self Care, Skin Health and Beauty, and Essential Health. The Self Care segment offers cough, cold and allergy, pain care, digestive health, smoking cessation, eye care, and other products under the Tylenol, Motrin, Benadryl, Nicorette, Zarbee's, ORSLTM, Rhinocort, Calpol, and Zyrtec brands. Its Skin Health and Beauty segment provides face and body care, hair, sun, and other care products under the Neutrogena, Aveeno, Dr.Ci:Labo, Le Petit Marseillais, Lubriderm, Rogaine, and OGX brand names. The Essential Health segment offers oral and baby, women's health, wound, and other care products under the Listerine, Johnson's, Band-Aid, and Stayfree, o.b., tampons, Carefree, and Desitin Diaper Rash brands. Kenvue Inc. was incorporated in 2022 and is headquartered in Summit, New Jersey."
Website,https://www.kenvue.com
Full Time Employees,22000
Currency,USD
Previous Close,23.88
Open,24.02
Bid,23.65
Ask,24.12
Day's Range,23.9 - 24.23
52 Week Range,17.67 - 25.17
Volume,19921735
Avg. Volume,17998352
Market Cap (intraday),46423425024
Beta (5Y Monthly),0.974
PE Ratio (TTM),43.178574
EPS (TTM),0.56
Earnings Date,1746701400
Forward Dividend & Yield,0.82 (3.39)
Ex-Dividend Date,1747180800
1y Target Est,24.75312
