Attribute,Value
Symbol,SOLV
Name,Solventum Corporation
Industry,Medical Instruments & Supplies
Sector,Healthcare
Country,United States
Market Cap,12821992448
Description,"Solventum Corporation, a healthcare company, develops, manufactures, and commercializes a portfolio of solutions to address critical customer and patient needs in the United States and internationally. It operates in four segments: Medsurg, Dental Solutions, Health Information Systems, and Purification and Filtration. The Medsurg segment offers solutions for negative pressure wound therapy, advanced wound dressings, advanced skin care, I.V. site management, sterilization assurance, temperature management, surgical supplies, medical tapes and wrap, stethoscopes, medical electrodes, and medical technologies for original equipment manufacturers. Its Dental Solutions segment provides a suite of dental and orthodontic products, including brackets, aligners, restorative cements, and bonding agents. The Health Information Systems provides software solutions and services for health care systems, such as computer-assisted, physician documentation, direct-to-bill and coding automation, classification methodologies, speech recognition, and data visualization platforms. Its Purification and Filtration segment provides purification and filtration technologies comprising filters, purifiers, cartridges, and membranes. The company sells its products and services through direct-to-consumer, distribution, key account management, inside sales, and e-commerce. Solventum Corporation was incorporated in 2023 and is based in Maplewood, Minnesota."
Website,https://www.solventum.com
Full Time Employees,22000
Currency,USD
Previous Close,72.94
Open,72.86
Bid,68.93
Ask,74.61
Day's Range,72.28 - 74.195
52 Week Range,47.16 - 85.92
Volume,823998
Avg. Volume,1252707
Market Cap (intraday),12821992448
Beta (5Y Monthly),
PE Ratio (TTM),34.152073
EPS (TTM),2.17
Earnings Date,1746734709
Forward Dividend & Yield,
Ex-Dividend Date,
1y Target Est,80.1425
