Attribute,Value
Symbol,ALLE
Name,Allegion plc
Industry,Security & Protection Services
Sector,Industrials
Country,Ireland
Market Cap,12532219904
Description,"Allegion plc engages in the provision of security products and solutions worldwide. The company offers door controls, door control system, and exit devices; doors, glass and door systems, and accessories; electronic security products and access control systems, including time, attendance, and workforce productivity; and locks, locksets, portable locks, and key systems. It also provides services and software, such as inspection, maintenance, and repair services for its automatic entrance solutions; software as a service, including access control, platform integration, and workforce management solutions; and ongoing aftermarket services, design and installation offerings, and locksmith offerings. In addition, the company sells its products and solutions to end-users in commercial, institutional, and residential facilities, including education, healthcare, government, hospitality, retail, commercial office, and single and multi-family residential markets under the CISA, Interflex, LCN, Schlage, SimonsVoss, and Von Duprin brands. It sells its products and solutions through distribution and retail channels, such as specialty distribution, e-commerce, and wholesalers, as well as through various retail channels comprising do-it-yourself home improvement centers, online and e-commerce platforms, and small specialty showroom outlets. The company was incorporated in 2013 and is based in Dublin, Ireland."
Website,https://www.allegion.com
Full Time Employees,14400
Currency,USD
Previous Close,142.91
Open,143.09
Bid,134.89
Ask,149.0
Day's Range,142.35 - 145.75
52 Week Range,113.27 - 156.1
Volume,756747
Avg. Volume,1100344
Market Cap (intraday),12532219904
Beta (5Y Monthly),1.036
PE Ratio (TTM),20.455057
EPS (TTM),7.12
Earnings Date,1745488800
Forward Dividend & Yield,2.04 (1.4)
Ex-Dividend Date,1749772800
1y Target Est,145.47455
