Attribute,Value
Symbol,NOW
Name,"ServiceNow, Inc."
Industry,Software - Application
Sector,Technology
Country,United States
Market Cap,215299604480
Description,"ServiceNow, Inc. provides cloud-based solution for digital workflows in the North America, Europe, the Middle East and Africa, Asia Pacific, and internationally. The company operates the Now platform, an AI platform for digital transformation machine learning, robotic process automation, process mining, analytics, and low-code/no-code development tools. It also provides asset management, integrated risk management, IT service management, Operational Technology management, Security Operations, strategic portfolio management, IT operations management products; customer service management product; and field service management applications. n addition, the company offers human resources, legal, and workplace service delivery products; app engine product; automation engine; platform privacy and security product; and source-to-pay operations. It serves to government, financial services, healthcare and life science, manufacturing, Public Sector, retail, IT services, technology, and Telecom sectors through service providers and resale partners. The company was formerly known as Service-now.com and changed its name to ServiceNow, Inc. in May 2012. ServiceNow, Inc. was founded in 2004 and is headquartered in Santa Clara, California."
Website,https://www.servicenow.com
Full Time Employees,26293
Currency,USD
Previous Close,1035.18
Open,1038.39
Bid,1029.01
Ask,1032.99
Day's Range,1033.125 - 1043.74
52 Week Range,637.99 - 1198.09
Volume,1145876
Avg. Volume,1988274
Market Cap (intraday),215299604480
Beta (5Y Monthly),0.974
PE Ratio (TTM),140.75508
EPS (TTM),7.39
Earnings Date,1745439000
Forward Dividend & Yield,
Ex-Dividend Date,
1y Target Est,1082.9205
