Attribute,Value
Symbol,AFL
Name,AFLAC Incorporated
Industry,Insurance - Life
Sector,Financial Services
Country,United States
Market Cap,57751699456
Description,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. The company operates in two segments, Aflac Japan and Aflac U.S. The Aflac Japan segment offers cancer, medical, nursing care, whole life, and GIFT insurance products, as well as WAYS and child endowment, and Tsumitasu insurance products in Japan. The Aflac U.S. segment provides accident, disability, cancer, critical illness, hospital indemnity, dental, vision, and life insurance products in the United States. The company sells its products through individual, independent corporate, and affiliated corporate agencies; banks; independent associates/career agents; and brokers. Aflac Incorporated was founded in 1955 and is based in Columbus, Georgia."
Website,https://www.aflac.com
Full Time Employees,12694
Currency,USD
Previous Close,105.78
Open,105.72
Bid,102.53
Ask,108.62
Day's Range,105.375 - 107.0
52 Week Range,86.46 - 115.5
Volume,3427208
Avg. Volume,2102425
Market Cap (intraday),57751699456
Beta (5Y Monthly),0.829
PE Ratio (TTM),16.612753
EPS (TTM),6.43
Earnings Date,1746043512
Forward Dividend & Yield,2.32 (2.17)
Ex-Dividend Date,1747785600
1y Target Est,105.46154
