Attribute,Value
Symbol,CAH
Name,"Cardinal Health, Inc."
Industry,Medical Distribution
Sector,Healthcare
Country,United States
Market Cap,36815925248
Description,"Cardinal Health, Inc. operates as a healthcare services and products company in the United States, Canada, Europe, Asia, and internationally. It provides customized solutions for hospitals, healthcare systems, pharmacies, ambulatory surgery centers, clinical laboratories, physician offices, and patients in the home. The company operates in two segments: Pharmaceutical and Specialty Solutions, and Global Medical Products and Distribution. It distributes branded and generic pharmaceutical, specialty pharmaceutical, and over-the-counter healthcare and consumer products, as well as medical supplies. The company also provides services to pharmaceutical manufacturers and healthcare providers for specialty pharmaceutical products; offers pharmacy management services to hospitals; operates pharmacies, including pharmacies in community health centers; and repackages generic pharmaceuticals and over-the-counter healthcare products. In addition, it manufactures, sources, and distributes Cardinal Health branded medical, surgical, and laboratory products and devices that include exam and surgical gloves; needles, syringe, and sharps disposals; compression solution, incontinence, nutritional delivery, and wound care products; single-use surgical drapes, gowns, and apparel products; fluid suction and collection systems; urology products; operating room supply products; and electrode product lines. Further, the company distributes a range of national brand products, including medical, surgical, and laboratory products; provides supply chain services and solutions to hospitals, ambulatory surgery centers, clinical laboratories, and other healthcare providers; and assembles and sells sterile, and non-sterile procedure kits. Additionally, it manufactures, prepares, delivers, and distributes radiopharmaceuticals and related treatments; and optimizes direct shipments through integrated technology solutions. The company was incorporated in 1979 and is headquartered in Dublin, Ohio."
Website,https://www.cardinalhealth.com
Full Time Employees,47922
Currency,USD
Previous Close,151.95
Open,151.88
Bid,153.88
Ask,157.37
Day's Range,151.2533 - 154.31
52 Week Range,93.17 - 154.32
Volume,1288289
Avg. Volume,2682406
Market Cap (intraday),36815925248
Beta (5Y Monthly),0.674
PE Ratio (TTM),24.13928
EPS (TTM),6.39
Earnings Date,1746096305
Forward Dividend & Yield,2.04 (1.32)
Ex-Dividend Date,1751328000
1y Target Est,155.47467
