Attribute,Value
Symbol,LRCX
Name,Lam Research Corporation
Industry,Semiconductor Equipment & Materials
Sector,Technology
Country,United States
Market Cap,107996102656
Description,"Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits. The company offers ALTUS systems to deposit conformal films for tungsten metallization applications; SABRE electrochemical deposition products for copper interconnect transition that offers copper damascene manufacturing; and VECTOR plasma-enhanced CVD products. It also provides SPEED gapfill high-density plasma chemical vapor deposition products; and Striker single-wafer atomic layer deposition products for dielectric film solutions. In addition, the company offers Flex for dielectric etch applications; Vantex, a dielectric etch system that provides RF technology and repeatable wafer-to-wafer performance enabled by Equipment Intelligence solutions; Kiyo for conductor etch applications; Syndion for through-silicon via etch applications; and Versys metal products for metal etch processes. Further, it provides Coronus bevel clean products to enhance die yield; and Da Vinci, DV-Prime, EOS, and SP series products to address various wafer cleaning applications. The company sells its products in the United States, China, Europe, Japan, Korea, Southeast Asia, and Taiwan. Lam Research Corporation was incorporated in 1980 and is headquartered in Fremont, California."
Website,https://www.lamresearch.com
Full Time Employees,18600
Currency,USD
Previous Close,84.79
Open,84.3
Bid,78.56
Ask,87.22
Day's Range,82.53 - 84.46
52 Week Range,56.32 - 113.0
Volume,10050739
Avg. Volume,13360180
Market Cap (intraday),107996102656
Beta (5Y Monthly),1.653
PE Ratio (TTM),23.518106
EPS (TTM),3.59
Earnings Date,1745438708
Forward Dividend & Yield,0.92 (1.09)
Ex-Dividend Date,1741132800
1y Target Est,89.76667
