Attribute,Value
Symbol,EPAM
Name,"EPAM Systems, Inc."
Industry,Information Technology Services
Sector,Technology
Country,United States
Market Cap,10401435648
Description,"EPAM Systems, Inc. provides digital platform engineering and software development services worldwide. The company offers engineering services, including requirements analysis and platform selection, customization, cross-platform migration, implementation, and integration; cloud services for creating a roadmap to set and refine IT and business goals while identifying new and emerging cloud opportunities; data, analytics and artificial intelligence; customer experience design; and cybersecurity. It also offers operation solutions comprising integrated engineering practices and smart automation services. In addition, the company offers software product and platform development services, which comprise product research, customer experience design and prototyping, program management, component design and integration, full lifecycle software testing, product deployment and end-user customization, performance tuning, product support and maintenance, managed services, as well as cross-platform migration and modernizing legacy platforms. The company serves the financial services; consumer goods, retail and travel; software and Hi-tech; business information and media, life sciences and healthcare; and emerging verticals industries EPAM Systems, Inc. was founded in 1993 and is headquartered in Newtown, Pennsylvania."
Website,https://www.epam.com
Full Time Employees,61200
Currency,USD
Previous Close,184.69
Open,179.97
Bid,183.09
Ask,183.38
Day's Range,177.0 - 183.93
52 Week Range,138.15 - 269.0
Volume,1089328
Avg. Volume,844125
Market Cap (intraday),10401435648
Beta (5Y Monthly),1.709
PE Ratio (TTM),25.714287
EPS (TTM),7.14
Earnings Date,1746698415
Forward Dividend & Yield,
Ex-Dividend Date,
1y Target Est,217.417
