Attribute,Value
Symbol,FTV
Name,Fortive Corporation
Industry,Scientific & Technical Instruments
Sector,Technology
Country,United States
Market Cap,24875962368
Description,"Fortive Corporation designs, develops, manufactures, and services professional and engineered products, software, and services in the United States, China, and internationally. It operates in three segments: Intelligent Operating Solutions, Precision Technologies, and Advanced Healthcare Solutions. The Intelligent Operating Solutions segment provides advanced instrumentation, software, and services, including electrical test and measurement, facility and asset lifecycle software applications, and connected worker safety and compliance solutions for manufacturing, process industries, healthcare, utilities and power, communications and electronics, and other industries. This segment markets its products and services under the ACCRUENT, FLUKE, GORDIAN, INDUSTRIAL SCIENTIFIC, INTELEX, PRUFTECHNIK, and SERVICECHANNEL brand names. The Precision Technologies segment offers electrical test and measurement, sensing and material technologies for industrial, power and energy, automotive, medical equipment, food and beverage, aerospace and defense, semiconductor, and other general industries under the ANDERSON-NEGELE, GEMS, SETRA, HENGSTLER-DYNAPAR, QUALITROL, PACIFIC SCIENTIFIC, KEITHLEY, and TEKTRONIX brand names. The Advanced Healthcare Solutions segment provides critical workflow solutions comprising instrument sterilization, instrument tracking, design and manufacture of cell therapy equipment, biomedical test tools, radiation detection and safety monitoring, and end-to-end clinical productivity software and solutions under the ASP, CENSIS, CENSITRAC, EVOTECH, FLUKE BIOMEDICAL, INVETECH, LANDAUER, PROVATION, RAYSAFE, and STERRAD brand names. Fortive Corporation was incorporated in 2015 and is headquartered in Everett, Washington."
Website,https://www.fortive.com
Full Time Employees,18000
Currency,USD
Previous Close,72.48
Open,72.37
Bid,69.5
Ask,73.13
Day's Range,72.06 - 73.28
52 Week Range,60.385 - 83.32
Volume,2610431
Avg. Volume,3131052
Market Cap (intraday),24875962368
Beta (5Y Monthly),1.158
PE Ratio (TTM),32.10088
EPS (TTM),2.28
Earnings Date,1746099000
Forward Dividend & Yield,0.32 (0.44)
Ex-Dividend Date,1748563200
1y Target Est,83.49105
