Attribute,Value
Symbol,BRO
Name,"Brown & Brown, Inc."
Industry,Insurance Brokers
Sector,Financial Services
Country,United States
Market Cap,32036411392
Description,"Brown & Brown, Inc. markets and sells insurance products and services in the United States, Canada, Ireland, the United Kingdom, and internationally. It operates through four segments: Retail, Programs, Wholesale Brokerage, and Services. The Retail segment provides property and casualty, employee benefits insurance products, personal insurance products, specialties insurance products, risk management strategies, loss control survey and analysis, consultancy, and claims processing services. It serves commercial, public and quasi-public entities, professional, and individual customers. The Programs segment offers professional liability and related package insurance products for dentistry, legal, eyecare, insurance, financial, physicians, real estate title professionals, as well as supplementary insurance products related to weddings, events, medical facilities, and cyber liabilities. This segment also provides public entity-related and specialty programs through a network of independent agents; and program management services for insurance carrier partners. The Wholesale Brokerage segment markets and sells excess and surplus commercial and personal lines insurance through independent agents and brokers. The Services segment offers third-party claims administration and medical utilization management services in the workers' compensation and all-lines liability arenas, Medicare Set-aside, Social Security disability, Medicare benefits advocacy, and claims adjusting services. Brown & Brown, Inc. was founded in 1939 and is headquartered in Daytona Beach, Florida."
Website,https://www.bbrown.com
Full Time Employees,17403
Currency,USD
Previous Close,110.56
Open,110.58
Bid,111.7
Ask,112.97
Day's Range,110.485 - 111.83
52 Week Range,85.97 - 125.68
Volume,863527
Avg. Volume,1871117
Market Cap (intraday),32036411392
Beta (5Y Monthly),0.873
PE Ratio (TTM),31.133705
EPS (TTM),3.59
Earnings Date,1745874073
Forward Dividend & Yield,0.6 (0.54)
Ex-Dividend Date,1747008000
1y Target Est,118.5125
