Attribute,Value
Symbol,WDC
Name,Western Digital Corporation
Industry,Computer Hardware
Sector,Technology
Country,United States
Market Cap,17440411648
Description,"Western Digital Corporation develops, manufactures, and sells data storage devices and solutions in the United States, China, Hong Kong, Europe, the Middle East, Africa, rest of Asia, and internationally. It offers client devices, including hard disk drives (HDDs) and solid state drives (SSDs) for desktop and notebook personal computers (PCs), gaming consoles, and set top boxes; and flash-based embedded storage products for mobile phones, tablets, notebook PCs, and other portable and wearable devices, as well as automotive, Internet of Things, industrial, and connected home applications. The company also provides enterprise HDDs; enterprise SSDs consisting of flash-based SSDs and software solutions for use in enterprise servers, online transactions, artificial intelligence-related workloads, data analysis, and other enterprise applications; and data storage platforms. In addition, it offers external HDD storage products in mobile and desktop form; client portable SSDs; removable cards that are used in consumer devices comprising mobile phones, tablets, imaging systems, and cameras and smart video systems; universal serial bus flash drives for use in the computing and consumer markets; and wireless drive products used in-field backup of created content, as well as wireless streaming of high-definition movies, photos, music, documents to tablets, smartphones, and PCs. The company sells its products under the Western Digital, SanDisk, and WD brands to original equipment manufacturers, distributors, dealers, resellers, and retailers. Western Digital Corporation was founded in 1970 and is headquartered in San Jose, California."
Website,https://www.westerndigital.com
Full Time Employees,51000
Currency,USD
Previous Close,49.75
Open,49.99
Bid,49.9
Ask,50.11
Day's Range,49.55 - 50.265
52 Week Range,28.83 - 61.640213
Volume,4914272
Avg. Volume,8808066
Market Cap (intraday),17440411648
Beta (5Y Monthly),1.481
PE Ratio (TTM),17.119864
EPS (TTM),2.92
Earnings Date,1746014401
Forward Dividend & Yield,0.4 (0.8)
Ex-Dividend Date,1748995200
1y Target Est,56.81238
