Attribute,Value
Symbol,DG
Name,Dollar General Corporation
Industry,Discount Stores
Sector,Consumer Defensive
Country,United States
Market Cap,20576043008
Description,"Dollar General Corporation, a discount retailer, provides various merchandise products in the southern, southwestern, midwestern, and eastern United States. The company offers consumable products, including paper towels, bath tissues, paper dinnerware, trash and storage bags, disinfectants, and laundry products; packaged food, such as cereals, pasta, canned soups, canned meats, fruits and vegetables, condiments, spices, sugar, and flour; and perishables, including milk, eggs, bread, refrigerated and frozen food, beer, wine, and produce; candy, cookies, crackers, salty snacks, and carbonated beverages; over-the-counter medicines and personal care products including soap, body wash, shampoo, cosmetics, dental hygiene and foot care products; pet supplies and pet food; and tobacco products. It also provides seasonal products comprising holiday items, toys, batteries, small electronics, greeting cards, stationery, prepaid phones and accessories, gardening supplies, hardware, automotive, and home office supplies; home products include kitchen supplies, cookware, small appliances, light bulbs, storage containers, frames, candles, craft supplies and kitchen, and bed and bath soft goods; and apparel products for infants, toddlers, girls, boys, women and men, as well as socks, underwear, disposable diapers, shoes and accessories. The company was formerly known as J.L. Turner & Son, Inc. and changed its name to Dollar General Corporation in 1968. Dollar General Corporation was founded in 1939 and is based in Goodlettsville, Tennessee."
Website,https://www.dollargeneral.com
Full Time Employees,194200
Currency,USD
Previous Close,92.99
Open,92.57
Bid,93.59
Ask,93.62
Day's Range,92.11 - 93.76
52 Week Range,66.43 - 147.79
Volume,2072346
Avg. Volume,4469725
Market Cap (intraday),20576043008
Beta (5Y Monthly),0.277
PE Ratio (TTM),18.307241
EPS (TTM),5.11
Earnings Date,1748953800
Forward Dividend & Yield,2.36 (2.52)
Ex-Dividend Date,1744070400
1y Target Est,92.27593
