Attribute,Value
Symbol,ICE
Name,Intercontinental Exchange Inc.
Industry,Financial Data & Stock Exchanges
Sector,Financial Services
Country,United States
Market Cap,101101576192
Description,"Intercontinental Exchange, Inc., together with its subsidiaries, provides technology and data to financial institutions, corporations, and government entities in the United States, the United Kingdom, the European Union, India, Israel, Canada, and Singapore. It operates through three segments: Exchanges, Fixed Income and Data Services, and Mortgage Technology. The Exchanges segment operates regulated marketplace technology for the listing, trading, and clearing of an array of derivatives contracts and financial securities, as well as data and connectivity services related to its exchanges and clearing houses. The Fixed Income and Data Services segment provides fixed income pricing, reference data, indices, analytics, and execution services, as well as global CDS clearing and multi-asset class data delivery technology. The Mortgage Technology segment offers a technology platform that provides customers comprehensive and digital workflow tools to address inefficiencies and mitigate risks that exist in the U.S. residential mortgage market life cycle from application through closing, servicing, and the secondary market. The company was founded in 2000 and is headquartered in Atlanta, Georgia."
Website,https://www.ice.com
Full Time Employees,12842
Currency,USD
Previous Close,174.85
Open,175.55
Bid,174.25
Ask,178.0
Day's Range,173.82 - 176.26
52 Week Range,131.79 - 179.44
Volume,2330589
Avg. Volume,3471452
Market Cap (intraday),101101576192
Beta (5Y Monthly),1.134
PE Ratio (TTM),36.490685
EPS (TTM),4.83
Earnings Date,1746099000
Forward Dividend & Yield,1.92 (1.09)
Ex-Dividend Date,1749772800
1y Target Est,192.9375
