Attribute,Value
Symbol,CVS
Name,CVS Health Corporation
Industry,Healthcare Plans
Sector,Healthcare
Country,United States
Market Cap,79101698048
Description,"CVS Health Corporation provides health solutions in the United States. It operates through Health Care Benefits, Health Services, and Pharmacy & Consumer Wellness segments. The Health Care Benefits segment offers traditional, voluntary, and consumer-directed health insurance products and related services, including medical, pharmacy, dental and behavioral health plans, medical management capabilities, Medicare Advantage and Medicare Supplement plans, PDPs and Medicaid health care management services. It serves employer groups, individuals, college students, part-time and hourly workers, health plans, health care providers, governmental units, government-sponsored plans, labor groups, and expatriates. The Health Services segment offers pharmacy benefit management solutions, including plan design and administration, formulary management, retail pharmacy network management, specialty and mail order pharmacy, clinical, disease management, medical spend management services, and other administrative services. It serves employers, insurance companies, unions, government employee groups, health plans, prescription drug plans, Medicaid managed care plans, CMS, plans offered on public health insurance, and other sponsors of health benefit plans. The Pharmacy & Consumer Wellness segment sells prescription and over-the-counter drugs, consumer health and beauty products, and personal care products. This segment also distributes prescription drugs; and provides related pharmacy consulting and other ancillary services to care facilities and other care settings. It operates online retail pharmacy websites, LTC pharmacies and on-site pharmacies, retail specialty pharmacy stores, compounding pharmacies and branches for infusion and enteral nutrition services. The company was formerly known as CVS Caremark Corporation and changed its name to CVS Health Corporation in September 2014. CVS Health Corporation was incorporated in 1996 and is headquartered in Woonsocket, Rhode Island."
Website,https://www.cvshealth.com
Full Time Employees,219000
Currency,USD
Previous Close,60.47
Open,60.56
Bid,62.11
Ask,62.2
Day's Range,60.41 - 62.685
52 Week Range,43.56 - 72.51
Volume,10764873
Avg. Volume,10422500
Market Cap (intraday),79101698048
Beta (5Y Monthly),0.6
PE Ratio (TTM),14.923627
EPS (TTM),4.19
Earnings Date,1746095409
Forward Dividend & Yield,2.66 (4.25)
Ex-Dividend Date,1745280000
1y Target Est,79.2864
