Attribute,Value
Symbol,BDX
Name,"Becton, Dickinson and Company"
Industry,Medical Instruments & Supplies
Sector,Healthcare
Country,United States
Market Cap,50273734656
Description,"Becton, Dickinson and Company develops, manufactures, and sells medical supplies, devices, laboratory equipment, and diagnostic products for healthcare institutions, physicians, life science researchers, clinical laboratories, pharmaceutical industry, and the general public worldwide. The BD Medical segment provides peripheral intravenous (IV) and advanced peripheral catheters, central lines, acute dialysis catheters, vascular access technology, vascular care and preparation products, needle-free IV connectors and extensions sets, closed-system drug transfer devices, hazardous drug detections, hypodermic syringes and needles, anesthesia needles and trays, enteral syringes, and sharps disposal systems; IV medication safety and infusion therapy delivery systems, medication compounding workflow systems, automated medication dispensing and supply management systems, informatics and analytics and pharmacy automation systems, and medication inventory optimization and tracking systems; hemodynamic monitoring systems; and prefillable drug delivery systems. The BD Life Sciences segment offers specimen and blood collection products; automated blood and tuberculosis culturing, molecular testing, microorganism identification and drug susceptibility, and liquid-based cytology systems, as well as rapid diagnostic assays, microbiology laboratory automation products, and plated media products; and fluorescence-activated cell sorters and analyzers, antibodies and kits, reagent systems, and solutions for single-cell gene expression analysis, as well as clinical oncology, immunological, and transplantation diagnostic/monitoring reagents and analyzers. The BD Interventional segment provides hernia and soft tissue repair, biological and bioresorbable grafts, biosurgery, and other surgical products; surgical infection prevention; peripheral intervention products; and urology and critical care products. The company was founded in 1897 and is headquartered in Franklin Lakes, New Jersey."
Website,https://www.bd.com
Full Time Employees,70000
Currency,USD
Previous Close,172.27
Open,172.25
Bid,174.87
Ask,174.9
Day's Range,171.56 - 175.69
52 Week Range,163.33 - 251.99
Volume,2247228
Avg. Volume,2721293
Market Cap (intraday),50273734656
Beta (5Y Monthly),0.34
PE Ratio (TTM),33.994186
EPS (TTM),5.16
Earnings Date,1754569800
Forward Dividend & Yield,4.16 (2.37)
Ex-Dividend Date,1749427200
1y Target Est,225.25
