Attribute,Value
Symbol,REGN
Name,"Regeneron Pharmaceuticals, Inc."
Industry,Biotechnology
Sector,Healthcare
Country,United States
Market Cap,64165761024
Description,"Regeneron Pharmaceuticals, Inc. discovers, invents, develops, manufactures, and commercializes medicines for treating various diseases worldwide. The company's products include EYLEA injection to treat wet age-related macular degeneration and diabetic macular edema; myopic choroidal neovascularization; diabetic retinopathy; neovascular glaucoma; and retinopathy of prematurity. It also provides Dupixent injection to treat atopic dermatitis and asthma in adults and pediatrics; Libtayo injection to treat metastatic or locally advanced cutaneous squamous cell carcinoma; Praluent injection for heterozygous familial hypercholesterolemia (HoFH) or clinical atherosclerotic cardiovascular disease in adults; REGEN-COV for covid-19; and Kevzara solution for treating rheumatoid arthritis in adults. In addition, the company offers Inmazeb injection for infection caused by Zaire ebolavirus; ARCALYST injection for cryopyrin-associated periodic syndromes, including familial cold auto-inflammatory syndrome and muckle-wells syndrome; and ZALTRAP injection for intravenous infusion to treat metastatic colorectal cancer; Evkeeza for treatment of HoFH; Ordspono for Follicular lymphoma and Diffuse large B-cell lymphoma; and Veopoz for CD55-deficient protein-losing enteropathy. Further, it develops product candidates for treating patients with eye, allergic and inflammatory, cardiovascular and metabolic, infectious, and rare diseases; and cancer, pain, and hematologic conditions. It has collaboration with Mammoth Biosciences, Inc. to research, develop and commercialize in vivo CRISPR-based gene editing therapies for multiple tissues and cell types; and with Sonoma Biotherapeutics, Inc. to discover, develop, and commercialize engineered regulatory T cell therapies. The company was incorporated in 1988 and is headquartered in Tarrytown, New York."
Website,https://www.regeneron.com
Full Time Employees,15158
Currency,USD
Previous Close,584.99
Open,588.23
Bid,546.08
Ask,633.16
Day's Range,581.49 - 595.19
52 Week Range,520.5 - 1211.2
Volume,932564
Avg. Volume,1133055
Market Cap (intraday),64165761024
Beta (5Y Monthly),0.426
PE Ratio (TTM),15.10727
EPS (TTM),39.34
Earnings Date,1745922600
Forward Dividend & Yield,3.52 (0.59)
Ex-Dividend Date,1747699200
1y Target Est,797.21375
