Attribute,Value
Symbol,FRT
Name,Federal Realty Investment Trust
Industry,REIT - Retail
Sector,Real Estate
Country,United States
Market Cap,8508710912
Description,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as Northern and Southern California. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 102 properties include approximately 3,500 tenants, in 27 million commercial square feet, and approximately 3,100 residential units."
Website,https://www.federalrealty.com
Full Time Employees,304
Currency,USD
Previous Close,96.71
Open,96.92
Bid,96.47
Ask,102.0
Day's Range,96.41 - 98.0
52 Week Range,80.65 - 118.34
Volume,848814
Avg. Volume,861390
Market Cap (intraday),8508710912
Beta (5Y Monthly),1.12
PE Ratio (TTM),28.146551
EPS (TTM),3.48
Earnings Date,1746734715
Forward Dividend & Yield,4.4 (4.49)
Ex-Dividend Date,1751328000
1y Target Est,114.47059
