Attribute,Value
Symbol,TPL
Name,Texas Pacific Land Corporation
Industry,Oil & Gas E&P
Sector,Energy
Country,United States
Market Cap,32880906240
Description,"Texas Pacific Land Corporation engages in the land and resource management, and water services and operations businesses. The Land and Resource Management segment manages surface acres of land, and oil and gas royalty interest in Permian Basin. This segment also engages in easements, such as transporting oil, gas and related hydrocarbons, power line and utility, and subsurface wellbore easements. In addition, this segment leases its land for processing, storage, and compression facilities and roads; and is involved in sale of materials, such as caliche, sand, and other material, as well as sells land. The Water Services and Operations segment provides full-service water offerings, including water sourcing, produced-water treatment, infrastructure development, and disposal solutions to operators in the Permian Basin. This segment also holds produced water royalties. The company owns a 1/128th nonparticipating perpetual oil and gas royalty interest (NPRI) under approximately 85,000 acres of land; a 1/16th NPRI under approximately 371,000 acres of land; and approximately 16,000 additional net royalty acres, total of approximately 207,000 NRA located in the Permian Basin. Texas Pacific Land Corporation was founded in 1888 and is headquartered in Dallas, Texas."
Website,https://www.texaspacific.com
Full Time Employees,111
Currency,USD
Previous Close,1417.1
Open,1426.27
Bid,1346.6
Ask,1499.0
Day's Range,1385.91 - 1432.18
52 Week Range,578.56 - 1769.14
Volume,107501
Avg. Volume,130439
Market Cap (intraday),32880906240
Beta (5Y Monthly),1.206
PE Ratio (TTM),71.42037
EPS (TTM),20.03
Earnings Date,1746648900
Forward Dividend & Yield,6.4 (0.45)
Ex-Dividend Date,1748822400
1y Target Est,
