Attribute,Value
Symbol,AIZ
Name,"Assurant, Inc."
Industry,Insurance - Property & Casualty
Sector,Financial Services
Country,United States
Market Cap,10258596864
Description,"Assurant, Inc. provides protection services to connected devices, homes, and automobiles in North America, Latin America, Europe, and the Asia Pacific. It operates in two segments, Global Lifestyle and Global Housing. The Global Lifestyle segment offers mobile device solutions, and extended service contracts and related services for consumer electronics and appliances, and financial services and other insurance products; and vehicle protection, commercial equipment, and other related services. The Global Housing segment provides lender-placed homeowners, manufactured housing, and flood insurance; renters insurance and related products; and voluntary manufactured housing, and condominium and homeowners insurance products. The company was formerly known as Fortis, Inc. and changed its name to Assurant, Inc. in February 2004. Assurant, Inc. was founded in 1892 and is headquartered in Atlanta, Georgia."
Website,https://www.assurant.com
Full Time Employees,14200
Currency,USD
Previous Close,199.48
Open,199.01
Bid,188.67
Ask,211.0
Day's Range,198.4 - 202.81
52 Week Range,160.12 - 230.55
Volume,1065243
Avg. Volume,506273
Market Cap (intraday),10258596864
Beta (5Y Monthly),0.581
PE Ratio (TTM),15.77007
EPS (TTM),12.83
Earnings Date,1746562500
Forward Dividend & Yield,3.2 (1.58)
Ex-Dividend Date,1738540800
1y Target Est,229.6
