Attribute,Value
Symbol,MOH
Name,Molina Healthcare Inc
Industry,Healthcare Plans
Sector,Healthcare
Country,United States
Market Cap,17633427456
Description,"Molina Healthcare, Inc. provides managed healthcare services to low-income families and individuals under the Medicaid and Medicare programs and through the state insurance marketplaces. It operates in four segments: Medicaid, Medicare, Marketplace, and Other. The company served in across 21 states. The company was founded in 1980 and is headquartered in Long Beach, California."
Website,https://www.molinahealthcare.com
Full Time Employees,18000
Currency,USD
Previous Close,313.97
Open,316.4
Bid,305.82
Ask,328.5
Day's Range,309.51 - 325.406
52 Week Range,262.32 - 365.23
Volume,507939
Avg. Volume,810395
Market Cap (intraday),17633427456
Beta (5Y Monthly),0.636
PE Ratio (TTM),15.724504
EPS (TTM),20.69
Earnings Date,1745439300
Forward Dividend & Yield,
Ex-Dividend Date,
1y Target Est,360.38144
