Attribute,Value
Symbol,KIM
Name,Kimco Realty Corporation (HC)
Industry,REIT - Retail
Sector,Real Estate
Country,United States
Market Cap,14673199104
Description,"Kimco Realty (NYSE: KIM) is a real estate investment trust (REIT) and leading owner and operator of high-quality, open-air, grocery-anchored shopping centers and mixed-use properties in the United States. The company's portfolio is strategically concentrated in the first-ring suburbs of the top major metropolitan markets, including high-barrier-to-entry coastal markets and rapidly expanding Sun Belt cities. Its tenant mix is focused on essential, necessity-based goods and services that drive multiple shopping trips per week. Publicly traded on the NYSE since 1991 and included in the S&P 500 Index, the company has specialized in shopping center ownership, management, acquisitions, and value-enhancing redevelopment activities for more than 65 years. With a proven commitment to corporate responsibility, Kimco Realty is a recognized industry leader in this area. As of December 31, 2024, the company owned interests in 568 U.S. shopping centers and mixed-use assets comprising 101 million square feet of gross leasable space."
Website,https://www.kimcorealty.com
Full Time Employees,717
Currency,USD
Previous Close,21.39
Open,21.46
Bid,21.46
Ask,21.9
Day's Range,21.305 - 21.7
52 Week Range,17.93 - 25.83
Volume,2860535
Avg. Volume,5597917
Market Cap (intraday),14673199104
Beta (5Y Monthly),1.282
PE Ratio (TTM),28.539474
EPS (TTM),0.76
Earnings Date,1746096600
Forward Dividend & Yield,1.0 (4.61)
Ex-Dividend Date,1749168000
1y Target Est,23.89286
